obs_id,train_id,delayed,month,day,weekday,arr_hour,dep_hour,origin,dest,distance,carrier
id_001499,test,NA,12,16,7,20,18,MSY,ATL,425,FL
id_001500,train,4,6,11,1,22,21,ATL,LAS,1747,FL
id_001501,train,0,1,3,3,22,21,SNA,RNO,415,AQ
id_001502,test,NA,11,15,4,14,13,DEN,SMF,910,F9
id_001503,train,0,3,18,7,19,17,TPA,ORD,1012,UA
id_001504,train,4,7,26,4,19,18,ASE,SLC,291,OO
id_001505,train,0,2,5,1,11,10,DEN,CPR,230,OO
id_001506,train,0,5,11,5,10,8,MEM,LAX,1619,NW
id_001507,valid,0,9,26,3,8,7,ORD,PHX,1440,AA
id_001508,valid,1,9,22,6,11,8,OAK,BOI,511,WN
id_001509,train,9,2,5,1,19,17,IAD,MCI,926,YV
id_001510,train,0,8,31,5,20,18,MEM,IAH,469,XE
id_001511,train,0,1,25,4,7,6,LEX,CVG,70,OH
id_001512,valid,0,8,16,4,23,19,DEN,CAK,1224,F9
id_001513,test,NA,12,15,6,10,9,MEM,SHV,285,9E
id_001514,valid,0,11,26,1,14,13,BWI,ALB,288,WN
id_001515,valid,2,11,26,1,17,15,PDX,SJC,569,WN
id_001516,train,1,5,17,4,16,13,MSP,PIT,726,NW
id_001517,valid,7,10,24,3,20,17,PHL,DFW,1302,US
id_001518,train,6,5,6,7,14,12,MYR,EWR,550,CO
id_001519,train,1,4,12,4,22,21,LAX,TUS,451,WN
id_001520,train,0,6,22,5,17,16,JAN,HOU,359,WN
id_001521,train,0,6,23,6,23,21,BOS,DEN,1754,B6
id_001522,test,NA,11,26,1,21,19,MRY,LAX,267,OO
id_001523,valid,0,9,12,3,17,14,DFW,MKE,853,MQ
id_001524,test,NA,12,8,6,16,14,MSP,LAS,1300,NW
id_001525,train,0,2,19,1,18,16,BHM,CLT,351,YV
id_001526,valid,1,10,5,5,0,22,ATL,PBI,545,DL
id_001527,train,8,6,3,7,19,18,BOS,PHL,280,US
id_001528,valid,0,11,21,3,17,16,OGG,HNL,100,YV
id_001529,train,0,7,5,4,21,19,MEM,MSP,700,NW
id_001530,test,NA,12,15,6,16,15,ATL,MCO,403,FL
id_001531,test,NA,12,30,7,21,18,SNA,SLC,588,DL
id_001532,train,0,4,8,7,16,11,LAS,ORD,1515,US
id_001533,valid,0,9,2,7,12,12,DTW,MBS,98,NW
id_001534,train,3,1,3,3,14,11,DFW,ATL,732,AA
id_001535,test,NA,11,5,1,18,17,CLE,LAX,2053,CO
id_001536,train,0,2,27,2,11,10,TPA,ATL,406,FL
id_001537,test,NA,7,19,4,9,7,ILG,ATL,642,EV
id_001538,train,0,8,8,3,6,6,SLC,LAS,368,WN
id_001539,train,1,2,23,5,16,13,PHL,FLL,992,FL
id_001540,train,0,7,15,7,20,18,SAN,SMF,480,WN
id_001541,train,1,5,18,5,21,20,PHL,BNA,675,US
id_001542,train,2,1,10,3,13,12,SJC,LAX,308,WN
id_001543,train,0,1,31,3,10,8,DEN,SMF,910,F9
id_001544,test,NA,11,25,7,13,11,ORD,MEM,491,MQ
id_001545,valid,3,10,24,3,12,8,ORD,PBI,1144,AA
id_001546,train,0,6,9,6,20,19,DAL,HOU,239,WN
id_001547,test,NA,12,29,6,14,12,CLE,ALB,424,XE
id_001548,train,0,6,3,7,10,9,CLE,MSP,622,NW
id_001549,train,1,6,14,4,16,13,MSP,PHL,980,NW
id_001550,valid,0,8,14,2,6,6,SDF,ORD,286,MQ
id_001551,train,0,2,5,1,11,10,ATL,TYS,152,DL
id_001552,train,0,2,21,3,19,18,ROC,CLE,245,XE
id_001553,test,NA,11,8,4,21,19,IAD,LAX,2288,UA
id_001554,train,0,3,13,2,17,15,SNA,SEA,978,AS
id_001555,train,0,7,15,7,21,20,ATL,SHV,552,EV
id_001556,valid,0,11,10,6,13,12,IAD,BDL,326,YV
id_001557,train,4,5,25,5,18,16,BOS,BWI,370,OH
id_001558,test,NA,12,21,5,15,14,MSP,RAP,490,NW
id_001559,test,NA,11,20,2,10,8,ATL,BWI,576,DL
id_001560,valid,0,9,9,7,15,13,BNA,ATL,214,DL
id_001561,train,3,3,2,5,16,13,DTW,FLL,1127,NW
id_001562,valid,0,10,26,5,22,19,IAH,CHA,686,XE
id_001563,test,NA,11,26,1,7,6,DFW,DEN,641,F9
id_001564,train,4,1,6,6,11,11,ATL,PNS,272,EV
id_001565,train,1,3,4,7,21,18,RNO,PHX,601,US
id_001566,test,NA,11,29,4,18,16,JFK,RDU,426,OH
id_001567,valid,8,8,18,6,19,17,TPA,ATL,406,FL
id_001568,test,NA,11,20,2,17,10,LAX,ATL,1946,DL
id_001569,valid,4,10,13,6,16,14,MEM,ORD,491,NW
id_001570,train,0,5,31,4,21,19,MCO,ORD,1005,UA
id_001571,train,4,2,22,4,14,14,CLE,MDW,307,WN
id_001572,train,5,7,30,1,10,8,IND,PHL,587,9E
id_001573,valid,1,8,22,3,13,12,DFW,ABI,158,MQ
id_001574,valid,1,10,9,2,15,12,MCO,LGA,950,AA
id_001575,train,0,6,19,2,9,7,FLL,LAX,2342,DL
id_001576,test,NA,12,20,4,20,17,MIA,DCA,920,AA
id_001577,valid,0,9,14,5,20,18,CMH,JFK,483,B6
id_001578,train,1,2,1,4,20,13,HNL,SMF,2462,HA
id_001579,train,0,3,8,4,12,11,MCO,BMI,936,FL
id_001580,valid,4,11,30,5,13,12,PHX,LAX,370,XE
id_001581,train,0,6,16,6,16,13,MCO,BOS,1121,FL
id_001582,test,NA,12,24,1,14,13,PHL,BNA,675,WN
id_001583,test,NA,12,26,3,15,15,PHX,ONT,325,WN
id_001584,valid,2,10,26,5,22,18,DFW,JFK,1391,AA
id_001585,train,0,7,27,5,6,6,CVG,ORD,264,MQ
id_001586,train,0,8,10,5,9,8,ITO,HNL,216,YV
id_001587,valid,0,10,17,3,13,9,ATL,SJU,1547,DL
id_001588,train,0,6,22,5,15,14,SFO,FAT,158,OO
id_001589,train,1,6,8,5,18,17,HOU,PHX,1020,WN
id_001590,train,1,7,29,7,12,9,ORD,ROC,528,MQ
id_001591,train,6,2,26,1,14,12,SFO,LAX,337,AA
id_001592,valid,1,10,23,2,19,17,DSM,DFW,624,MQ
id_001593,train,1,6,25,1,20,17,IAD,SAN,2253,B6
id_001594,train,10,2,11,7,14,12,SYR,DTW,374,NW
id_001595,train,0,2,24,6,15,14,DEN,PSP,776,OO
id_001596,train,0,2,26,1,10,9,DEN,GJT,212,OO
id_001597,train,0,1,15,1,18,17,CLE,BNA,448,WN
id_001598,train,5,3,11,7,17,12,PHX,ORD,1440,AA
id_001599,test,NA,11,23,5,21,20,DFW,SPS,113,MQ
id_001600,train,0,1,18,4,11,9,IAH,LAX,1379,CO
id_001601,train,0,2,1,4,9,7,JAX,ORD,865,MQ
id_001602,train,0,1,15,1,23,21,DEN,ABQ,349,F9
id_001603,train,5,1,14,7,20,18,ORD,LAS,1515,UA
id_001604,test,NA,12,26,3,15,12,ALB,MCO,1073,WN
id_001605,valid,6,11,19,1,21,18,MCO,IND,828,WN
id_001606,train,0,3,22,4,16,14,EWR,MCI,1092,XE
id_001607,train,0,6,20,3,12,11,CMH,JFK,483,B6
id_001608,train,1,4,11,3,10,8,MEM,LAX,1619,NW
id_001609,train,0,4,19,4,9,8,MRY,SFO,77,OO
id_001610,train,5,2,1,4,20,19,ATL,DSM,743,EV
id_001611,train,1,6,15,5,18,17,SNA,PHX,338,YV
id_001612,test,NA,9,23,7,16,16,AMA,ABQ,277,WN
id_001613,train,0,5,18,5,11,10,FLL,TPA,197,WN
id_001614,valid,4,9,2,7,12,10,EWR,ORF,284,XE
id_001615,valid,0,11,20,2,21,19,BWI,MDW,611,WN
id_001616,test,NA,11,29,4,9,8,RDU,JFK,426,MQ
id_001617,valid,0,10,28,7,21,18,BWI,HOU,1246,WN
id_001618,train,0,4,19,4,23,22,JFK,ROC,264,B6
id_001619,train,5,1,20,6,22,18,SFO,HNL,2398,DL
id_001620,test,NA,11,1,4,13,12,ORD,DEN,888,AA
id_001621,train,0,8,9,4,23,22,CLT,MYR,156,US
id_001622,test,NA,7,28,6,14,12,ATL,GRR,640,EV
id_001623,test,NA,10,27,6,17,16,BWI,BUF,281,WN
id_001624,train,7,2,27,2,15,13,CLT,EWR,529,XE
id_001625,valid,0,9,9,7,18,17,HNL,KOA,163,AQ
id_001626,test,NA,11,5,1,18,16,DCA,ATL,547,FL
id_001627,train,2,1,22,1,8,8,PHX,LAX,370,WN
id_001628,test,NA,12,16,7,16,14,BNA,DEN,1013,OO
id_001629,train,0,5,21,1,22,19,EWR,MSY,1167,CO
id_001630,valid,1,10,25,4,5,23,LAS,ORD,1515,UA
id_001631,test,NA,12,10,1,9,9,DTW,GRB,288,NW
id_001632,train,0,5,14,1,17,17,ABQ,PHX,328,WN
id_001633,test,NA,10,27,6,14,11,SFO,DEN,967,UA
id_001634,train,0,2,17,6,16,15,SEA,GEG,224,WN
id_001635,train,3,1,31,3,18,14,SJU,JFK,1597,DL
id_001636,train,0,7,27,5,14,13,DAL,MCI,461,WN
id_001637,train,2,1,1,1,21,19,MDW,ATL,590,FL
id_001638,train,0,2,17,6,19,18,ISP,BWI,220,WN
id_001639,valid,0,8,14,2,17,16,SLC,SNA,588,DL
id_001640,train,0,1,1,1,0,23,LAS,LAX,236,US
id_001641,train,0,6,29,5,20,19,CLT,MDT,413,YV
id_001642,valid,0,10,11,4,13,12,SAN,PHX,304,WN
id_001643,test,NA,10,19,5,16,11,SAT,EWR,1569,CO
id_001644,train,0,5,24,4,13,11,ORD,MEM,491,MQ
id_001645,train,0,8,11,6,18,17,DEN,DRO,251,YV
id_001646,train,1,5,9,3,7,6,FAT,PHX,493,YV
id_001647,train,0,7,17,2,13,13,SAN,LAX,109,OO
id_001648,train,4,4,1,7,22,21,EWR,MHT,209,XE
id_001649,train,0,7,24,2,7,7,CMH,MSP,627,NW
id_001650,test,NA,12,3,1,11,10,BUR,SJC,296,WN
id_001651,train,0,7,18,3,9,7,ORD,TYS,475,MQ
id_001652,train,2,1,5,5,20,18,BOS,LGA,185,MQ
id_001653,train,2,2,5,1,10,9,CVG,MSP,596,OH
id_001654,train,0,4,11,3,10,9,MCO,ATL,403,DL
id_001655,test,NA,12,16,7,12,11,ANC,OME,539,AS
id_001656,valid,1,9,21,5,23,19,ORD,BOS,867,UA
id_001657,train,3,1,21,7,19,16,BOS,IAH,1597,CO
id_001658,train,1,8,10,5,13,12,CLE,MSP,622,XE
id_001659,train,0,6,23,6,21,18,BOS,SEA,2496,AS
id_001660,train,0,4,14,6,15,13,CVG,MIA,948,OH
id_001661,train,0,4,3,2,10,7,MCI,CVG,539,EV
id_001662,train,0,6,3,7,23,21,MSP,SFO,1589,NW
id_001663,test,NA,12,31,1,14,14,OGG,HNL,100,HA
id_001664,train,2,6,26,2,10,8,EWR,CVG,569,XE
id_001665,valid,1,11,30,5,17,15,DAL,MAF,319,WN
id_001666,test,NA,12,26,3,22,20,ATL,FLL,581,DL
id_001667,train,1,4,18,3,9,7,MCO,PHX,1848,US
id_001668,train,1,7,22,7,19,17,MIA,DEN,1709,UA
id_001669,train,0,7,23,1,12,11,MIA,MSY,674,AA
id_001670,train,0,4,19,4,12,10,MDW,SDF,271,WN
id_001671,test,NA,11,8,4,13,12,LAX,MRY,267,MQ
id_001672,test,NA,11,30,5,18,17,EVV,ORD,273,MQ
id_001673,test,NA,12,7,5,15,13,STL,DFW,551,AA
id_001674,train,0,2,1,4,10,8,DCA,CVG,411,OH
id_001675,train,0,8,10,5,14,13,CVG,DTW,229,OH
id_001676,valid,1,9,4,2,18,16,RDU,JFK,426,OH
id_001677,train,8,2,15,4,18,16,LGA,ORD,733,AA
id_001678,test,NA,11,29,4,12,10,ORD,ELP,1236,AA
id_001679,train,0,2,1,4,17,15,MCO,ATL,403,DL
id_001680,train,0,2,21,3,16,15,DCA,SYR,298,US
id_001681,test,NA,12,6,4,7,7,RST,MSP,76,9E
id_001682,train,6,8,24,5,18,16,ORD,BNA,409,OO
id_001683,train,0,1,8,1,9,9,CVG,GRB,416,OH
id_001684,valid,0,10,15,1,11,9,LGA,CLE,418,CO
id_001685,test,NA,12,5,3,15,13,MCO,CVG,756,DL
id_001686,test,NA,11,30,5,13,10,DCA,PHX,1979,US
id_001687,train,1,5,19,6,14,9,LAX,STL,1593,AA
id_001688,test,NA,12,21,5,18,17,PSP,LAX,110,OO
id_001689,train,5,4,24,2,21,19,EWR,TUS,2116,CO
id_001690,test,NA,12,26,3,13,11,JFK,MSP,1028,NW
id_001691,train,0,7,2,1,9,9,DAL,AUS,189,MQ
id_001692,train,0,7,1,7,16,13,MIA,SJU,1045,AA
id_001693,valid,3,10,25,4,12,10,ATL,LGA,761,AA
id_001694,train,0,3,15,4,17,16,MCO,ORD,1005,UA
id_001695,train,4,8,12,7,20,19,ORF,JFK,289,OH
id_001696,train,0,3,1,4,15,14,MEM,LIT,129,NW
id_001697,train,0,1,15,1,10,8,AUS,SLC,1085,OO
id_001698,valid,3,10,4,4,9,7,PVD,PHL,238,WN
id_001699,train,12,8,9,4,22,14,LAS,PHL,2176,US
id_001700,train,1,1,1,1,20,18,LGA,MSP,1020,NW
id_001701,valid,8,8,10,5,13,12,TPA,DFW,929,AA
id_001702,test,NA,9,10,1,21,20,BUR,SMF,358,WN
id_001703,valid,0,9,23,7,20,15,PHX,DFW,868,AA
id_001704,train,5,2,16,5,21,18,ATL,LGA,761,DL
id_001705,train,9,2,14,3,16,13,DEN,DFW,641,AA
id_001706,train,6,3,12,1,14,10,SLC,IAH,1195,XE
id_001707,train,0,1,26,5,16,15,PHX,ABQ,328,WN
id_001708,train,3,8,26,7,19,17,MIA,DEN,1709,UA
id_001709,train,1,5,6,7,15,14,AVL,ATL,164,EV
id_001710,train,1,4,2,1,19,17,BOS,IAD,413,UA
id_001711,train,1,3,23,5,21,19,LAX,RNO,390,WN
id_001712,train,2,3,26,1,11,10,PIT,CLT,366,US
id_001713,train,2,3,11,7,19,16,ORD,CLT,599,MQ
id_001714,train,3,4,12,4,18,15,MDW,SEA,1733,WN
id_001715,train,0,3,17,6,15,13,PHL,CMH,405,WN
id_001716,test,NA,12,15,6,21,20,EWR,BWI,169,XE
id_001717,test,NA,5,12,6,9,8,ICT,PHX,870,YV
id_001718,train,3,2,7,3,17,15,ELP,SAT,496,WN
id_001719,train,0,5,2,3,7,6,SAN,LAX,109,MQ
id_001720,train,0,7,21,6,21,20,SNA,LAS,226,US
id_001721,valid,4,10,5,5,8,7,ORD,MSP,334,UA
id_001722,train,4,4,29,7,16,14,SEA,OAK,671,AS
id_001723,valid,0,11,13,2,11,10,SJC,SAN,417,WN
id_001724,test,NA,12,2,7,10,9,ATL,ELP,1282,DL
id_001725,train,0,3,1,4,22,19,LAX,DEN,862,F9
id_001726,train,0,6,12,2,8,6,LWS,SLC,461,OO
id_001727,train,11,5,30,3,19,17,DFW,MOB,540,MQ
id_001728,test,NA,12,22,6,10,9,DFW,HOU,247,MQ
id_001729,train,3,8,1,3,17,15,HOU,DEN,883,WN
id_001730,valid,0,10,24,3,13,12,DFW,ABI,158,MQ
id_001731,test,NA,12,30,7,13,12,STL,MDW,251,WN
id_001732,train,2,1,12,5,18,15,MSP,DCA,931,NW
id_001733,train,0,6,22,5,12,9,MEM,MIA,860,NW
id_001734,valid,0,9,25,2,21,20,HOU,OKC,419,WN
id_001735,train,1,1,7,7,17,14,VPS,ATL,264,EV
id_001736,valid,2,10,5,5,20,19,LAX,SJC,308,WN
id_001737,train,11,7,1,7,16,13,IAH,CLE,1091,CO
id_001738,train,2,7,17,2,18,16,MDW,DTW,229,WN
id_001739,test,NA,6,16,6,12,9,CLT,SEA,2279,US
id_001740,test,NA,1,16,2,20,18,LAX,YUM,237,OO
id_001741,test,NA,12,16,7,14,12,RSW,ATL,515,FL
id_001742,test,NA,12,25,2,15,11,ORD,MCO,1005,AA
id_001743,train,2,8,21,2,23,19,ORD,MCO,1005,UA
id_001744,train,0,6,9,6,11,8,IAH,TPA,787,XE
id_001745,train,1,4,23,1,10,9,HNL,ITO,216,YV
id_001746,train,0,1,2,2,17,16,ATL,JAX,270,DL
id_001747,train,1,5,4,5,21,20,OAK,ONT,361,WN
id_001748,test,NA,11,7,3,17,14,MIA,SFO,2585,AA
id_001749,train,1,4,27,5,19,14,LAS,MSP,1300,NW
id_001750,train,2,5,11,5,19,16,JFK,CLT,541,B6
id_001751,train,0,7,2,1,23,21,DTW,GSO,460,9E
id_001752,test,NA,7,16,1,18,13,COS,ATL,1185,DL
id_001753,train,2,7,9,1,18,15,TPA,DTW,983,NW
id_001754,train,0,3,13,2,9,8,DFW,SHV,190,MQ
id_001755,valid,0,10,7,7,19,14,DFW,LGA,1389,AA
id_001756,train,0,1,23,2,8,7,DFW,LAS,1055,US
id_001757,train,0,8,18,6,14,10,DEN,CLE,1201,OO
id_001758,train,1,6,20,3,21,21,CVG,SGF,491,OH
id_001759,test,NA,5,6,7,21,17,ORD,PHL,678,UA
id_001760,valid,0,10,22,1,13,8,PHX,MEM,1263,YV
id_001761,train,6,3,26,1,21,20,HOU,AUS,148,WN
id_001762,test,NA,6,22,5,18,18,SEA,GEG,224,AS
id_001763,valid,6,9,18,2,20,17,LGA,MSP,1020,NW
id_001764,train,4,7,19,4,15,14,BWI,MDW,611,WN
id_001765,train,0,6,11,1,16,15,DTW,GRR,120,NW
id_001766,train,3,7,5,4,19,16,JFK,MCO,944,B6
id_001767,train,0,7,5,4,20,19,MSP,ORD,334,NW
id_001768,valid,3,8,24,5,11,10,DFW,ACT,89,MQ
id_001769,test,NA,11,9,5,17,15,DCA,MCO,759,US
id_001770,train,0,5,17,4,15,13,DFW,MSP,852,AA
id_001771,test,NA,12,29,6,22,21,MCO,MEM,683,F9
id_001772,train,0,5,24,4,16,13,ORD,CLT,599,MQ
id_001773,train,0,3,17,6,19,18,ONT,LAS,197,WN
id_001774,train,1,3,29,4,7,22,LAX,BOS,2611,AA
id_001775,test,NA,12,26,3,12,11,PHX,TUS,110,US
id_001776,train,3,2,2,5,16,14,MDW,DEN,895,WN
id_001777,train,1,3,29,4,22,21,SLC,BOI,291,OO
id_001778,train,0,1,2,2,15,12,PBI,BOS,1197,B6
id_001779,train,0,8,19,7,19,17,JAN,MDW,666,WN
id_001780,train,0,3,16,5,18,16,DTW,ATL,594,FL
id_001781,train,2,7,6,5,9,7,JFK,FLL,1069,B6
id_001782,train,1,3,23,5,12,9,STL,DTW,440,NW
id_001783,test,NA,5,7,1,11,9,MEM,SDF,320,9E
id_001784,train,0,5,5,6,14,13,CVG,MSP,596,OH
id_001785,test,NA,12,29,6,16,15,LIT,DAL,296,WN
id_001786,train,0,2,1,4,13,11,SEA,SFO,679,UA
id_001787,train,0,4,15,7,15,13,TPA,LAS,1984,WN
id_001788,train,0,3,24,6,14,12,JFK,CMH,483,OH
id_001789,valid,0,9,12,3,13,11,MCO,DFW,984,AA
id_001790,test,NA,12,7,5,10,7,LAX,SLC,590,OO
id_001791,train,5,6,12,2,13,12,JFK,SYR,209,B6
id_001792,train,0,8,28,2,17,16,CAE,ATL,191,EV
id_001793,train,1,3,1,4,20,19,MSY,IAH,305,XE
id_001794,train,0,8,14,2,10,8,SMF,PHX,647,WN
id_001795,test,NA,11,18,7,15,14,MEM,LIT,129,NW
id_001796,train,3,6,4,1,13,12,DCA,ORD,612,AA
id_001797,train,0,1,30,2,20,18,PSP,PHX,261,YV
id_001798,train,1,3,26,1,17,16,LCH,IAH,127,XE
id_001799,train,9,4,25,3,12,11,HOU,DFW,247,MQ
id_001800,train,0,4,27,5,14,8,SFO,ORD,1846,UA
id_001801,train,0,1,13,6,14,11,MCO,FNT,1011,NW
id_001802,train,0,5,25,5,14,12,SAT,DEN,794,OO
id_001803,train,3,7,17,2,22,19,ORD,LGA,733,AA
id_001804,train,0,7,27,5,19,18,MKE,ORD,67,OO
id_001805,train,0,8,17,5,18,15,MCO,CLE,895,WN
id_001806,train,7,6,1,5,22,19,STL,LGA,887,AA
id_001807,train,1,2,10,6,19,17,PBI,ATL,545,FL
id_001808,test,NA,12,6,4,13,12,LAS,LAX,236,MQ
id_001809,valid,1,9,7,5,13,12,LGA,ORD,733,AA
id_001810,test,NA,5,17,4,20,18,EWR,CLT,529,US
id_001811,train,0,2,14,3,22,19,IAH,MIA,964,AA
id_001812,train,1,3,2,5,18,13,GEG,MSP,1175,NW
id_001813,valid,4,9,8,6,20,18,BNA,LAX,1797,AA
id_001814,train,0,1,9,2,7,6,LIH,HNL,102,HA
id_001815,train,0,7,1,7,16,15,RDU,ATL,356,DL
id_001816,train,3,2,2,5,13,12,DFW,SAN,1171,AA
id_001817,valid,0,10,19,5,15,13,MDW,SDF,271,WN
id_001818,test,NA,12,20,4,16,15,MCO,IAH,853,CO
id_001819,train,0,3,27,2,19,16,SEA,LAS,866,WN
id_001820,train,0,8,13,1,17,16,ATL,SGF,563,OH
id_001821,train,0,7,6,5,20,18,DEN,OAK,957,UA
id_001822,valid,0,10,22,1,8,19,HNL,DFW,3784,AA
id_001823,train,4,4,16,1,2,23,FLL,EWR,1065,B6
id_001824,train,4,7,31,2,21,20,DFW,STL,551,AA
id_001825,train,0,1,31,3,13,11,FLL,ORD,1182,AA
id_001826,train,0,7,21,6,8,7,IND,MSP,503,NW
id_001827,train,0,7,28,6,17,15,ROC,BWI,277,FL
id_001828,train,1,6,26,2,16,14,BOS,BWI,370,OH
id_001829,test,NA,12,17,1,13,11,MCO,MKE,1066,FL
id_001830,valid,0,9,24,1,8,7,BIL,SLC,387,OO
id_001831,train,4,4,26,4,17,15,MDW,OMA,423,WN
id_001832,test,NA,12,9,7,21,19,ORD,MBS,222,YV
id_001833,train,8,6,26,2,16,16,CLE,STL,487,WN
id_001834,valid,9,10,1,1,20,17,XNA,DTW,716,9E
id_001835,valid,3,9,11,2,13,12,LGA,DCA,214,DL
id_001836,train,3,6,7,4,22,21,LAS,LAX,236,WN
id_001837,train,0,7,26,4,10,9,IAD,MDW,577,WN
id_001838,train,0,7,8,7,13,9,PHX,AUS,872,US
id_001839,test,NA,12,21,5,20,17,JFK,MSP,1028,NW
id_001840,train,3,1,13,6,10,8,SEA,SFO,679,AS
id_001841,valid,0,10,25,4,10,8,IAH,MCI,643,XE
id_001842,test,NA,11,17,6,13,11,ATL,SWF,784,EV
id_001843,test,NA,12,2,7,5,22,LIH,SEA,2701,AS
id_001844,test,NA,12,18,2,14,13,ACT,DFW,89,MQ
id_001845,train,1,8,23,4,22,21,LAS,LAX,236,US
id_001846,train,3,1,1,1,21,18,JFK,SEA,2421,AA
id_001847,train,3,2,2,5,16,14,MEI,ATL,267,EV
id_001848,train,0,6,16,6,12,10,SEA,RNO,564,AS
id_001849,valid,0,8,8,3,19,17,DTW,DFW,987,NW
id_001850,train,1,3,11,7,13,12,LAX,SBA,89,OO
id_001851,train,0,3,13,2,14,12,MKE,CLE,328,XE
id_001852,train,0,2,3,6,13,11,IAD,DEN,1452,UA
id_001853,train,0,2,23,5,21,18,SAN,SEA,1050,AS
id_001854,valid,0,11,21,3,18,16,PSC,SLC,521,OO
id_001855,train,0,6,4,1,16,15,IND,IAH,845,XE
id_001856,test,NA,11,18,7,22,21,SAN,SJC,417,MQ
id_001857,valid,5,10,15,1,15,14,DFW,AUS,190,AA
id_001858,test,NA,12,18,2,17,16,SGF,MEM,243,9E
id_001859,train,1,8,22,3,19,16,IAD,TPA,810,UA
id_001860,valid,2,9,9,7,22,21,STL,TUL,351,WN
id_001861,valid,8,10,19,5,21,20,CLT,PHL,448,US
id_001862,train,1,1,14,7,19,17,MIA,DEN,1709,UA
id_001863,valid,0,10,22,1,16,14,MCO,DFW,984,AA
id_001864,valid,0,8,11,6,17,11,DEN,JFK,1626,DL
id_001865,train,0,6,3,7,11,9,CVG,PBI,892,OH
id_001866,train,1,3,9,5,14,12,TPA,CLE,927,CO
id_001867,train,0,1,24,3,20,17,MDW,ISP,765,WN
id_001868,train,0,6,26,2,17,15,PHX,BUR,369,WN
id_001869,valid,0,10,12,5,15,13,ORD,CVG,264,UA
id_001870,train,0,7,10,2,8,0,SEA,ATL,2182,DL
id_001871,test,NA,12,5,3,18,16,MCI,DFW,460,AA
id_001872,train,1,7,26,4,18,14,COS,CVG,1078,OH
id_001873,train,0,7,15,7,16,14,CHS,IAD,441,YV
id_001874,valid,0,10,9,2,9,6,ORD,BUF,473,UA
id_001875,train,5,2,14,3,20,19,PHX,ABQ,328,WN
id_001876,train,0,4,18,3,12,10,TPA,STL,869,WN
id_001877,train,1,5,19,6,20,12,OGG,LAX,2486,UA
id_001878,train,0,3,13,2,21,12,LAX,JFK,2475,DL
id_001879,train,0,3,30,5,8,7,LAS,BUR,223,WN
id_001880,train,0,7,27,5,19,18,MEM,STL,256,NW
id_001881,train,0,6,20,3,17,15,DFW,SFO,1464,AA
id_001882,valid,11,10,5,5,11,9,HPN,ORD,738,MQ
id_001883,valid,0,9,15,6,13,10,JFK,MCO,944,B6
id_001884,train,0,5,15,2,8,7,CMH,MEM,518,NW
id_001885,valid,0,10,12,5,7,6,MAF,DFW,309,MQ
id_001886,train,1,4,8,7,13,11,GEG,BOI,287,WN
id_001887,train,0,7,29,7,8,6,EWR,PHX,2133,CO
id_001888,train,2,2,9,5,3,22,LAX,ANC,2345,AS
id_001889,train,0,3,30,5,9,8,OAK,LAX,337,WN
id_001890,train,3,3,4,7,20,17,MSP,ANC,2518,NW
id_001891,valid,1,10,18,4,21,19,CLT,MDT,413,US
id_001892,train,0,5,21,1,7,6,IAD,DTW,383,NW
id_001893,test,NA,12,15,6,15,14,PHX,RNO,601,WN
id_001894,train,0,2,21,3,16,14,CLT,PBI,590,US
id_001895,test,NA,12,28,5,12,9,ORD,LAX,1745,AA
id_001896,valid,2,9,14,5,20,18,DEN,SLC,391,DL
id_001897,test,NA,4,18,3,8,7,GSO,MEM,570,9E
id_001898,train,2,1,15,1,17,15,GSP,LGA,610,OH
id_001899,valid,1,8,22,3,8,19,HNL,IAH,3904,CO
id_001900,train,0,6,18,1,22,21,SLC,IDA,188,OO
id_001901,test,NA,11,6,2,14,12,DTW,SEA,1927,NW
id_001902,train,0,1,3,3,23,21,SEA,OAK,671,AS
id_001903,train,0,6,23,6,22,20,PHL,MCO,861,US
id_001904,test,NA,11,4,7,17,17,SDF,MEM,320,9E
id_001905,valid,0,9,17,1,22,20,EWR,DTW,487,XE
id_001906,train,1,4,23,1,13,12,DTW,DCA,405,NW
id_001907,train,0,7,11,3,6,0,SFO,DFW,1464,AA
id_001908,test,NA,11,26,1,15,13,ATL,SAT,874,DL
id_001909,train,2,6,7,4,23,21,ORD,CLE,316,UA
id_001910,train,1,5,24,4,13,12,DAL,HOU,239,WN
id_001911,train,0,7,5,4,8,7,OMA,ORD,416,MQ
id_001912,train,0,6,14,4,16,15,TUL,DAL,237,WN
id_001913,valid,3,10,5,5,14,11,STL,ATL,483,DL
id_001914,train,0,2,12,1,16,14,MSP,DFW,852,AA
id_001915,valid,1,8,13,1,10,10,CLE,ORD,316,MQ
id_001916,train,0,1,4,4,10,9,DAL,MSY,437,WN
id_001917,train,4,4,1,7,1,21,JFK,SJU,1597,B6
id_001918,test,NA,12,27,4,19,16,PHX,DFW,868,US
id_001919,train,1,1,30,2,18,17,IAD,CLE,288,XE
id_001920,train,0,1,12,5,22,21,IAH,AUS,140,CO
id_001921,train,0,3,8,4,11,9,ATL,FWA,508,EV
id_001922,test,NA,12,26,3,16,13,MCO,EWR,938,CO
id_001923,train,4,6,5,2,15,12,SEA,FAI,1533,AS
id_001924,train,0,8,27,1,20,18,RAP,SLC,508,OO
id_001925,test,NA,1,18,4,11,8,LAS,DEN,629,WN
id_001926,test,NA,4,16,1,8,7,CMH,DCA,322,US
