obs_id,train_id,crime_type,year,month,day,hour,location,latitude,longitude
id_001706,train,4,2001,8,1,21,STREET,41.73728536,-87.551576572
id_001707,train,2,2001,6,5,19,SIDEWALK,41.780167378,-87.614557563
id_001708,valid,1,2010,5,16,24,APARTMENT,41.87923052,-87.713551984
id_001709,train,1,2001,5,24,8,STREET,41.792860737,-87.6178005
id_001710,train,2,2010,6,29,22,APARTMENT,41.808337583,-87.621189912
id_001711,train,3,2007,7,12,22,STREET,41.938793133,-87.749487593
id_001712,train,2,2001,5,27,21,STREET,41.861668281,-87.65963255
id_001713,train,4,2016,8,9,5,STREET,41.945029255,-87.645184536
id_001714,train,5,2002,8,4,2,STREET,41.906377243,-87.648457842
id_001715,train,5,2008,12,7,7,STREET,41.775070435,-87.774863144
id_001716,test,NA,2014,1,30,24,STREET,41.881546006,-87.654697698
id_001717,train,5,2014,8,19,11,RESIDENTIAL YARD (FRONT/BACK),41.772180035,-87.664767278
id_001718,train,5,2013,1,19,22,STREET,41.954285178,-87.784157616
id_001719,train,2,2002,5,1,21,STREET,41.894526905,-87.724834249
id_001720,train,1,2013,10,15,2,PARKING LOT/GARAGE(NON.RESID.),41.691573848,-87.700110821
id_001721,valid,3,2004,11,24,20,STREET,41.916375298,-87.724086642
id_001722,test,NA,2009,10,22,13,RESIDENCE,41.731036488,-87.664138969
id_001723,test,NA,2003,10,23,17,APARTMENT,41.978148052,-87.71238779
id_001724,test,NA,2002,7,11,22,STREET,41.880569697,-87.738986849
id_001725,train,5,2009,3,27,19,APARTMENT,41.963190889,-87.659604645
id_001726,train,2,2013,10,2,20,SIDEWALK,41.90302938,-87.731237091
id_001727,train,4,2012,7,27,22,SIDEWALK,41.761572168,-87.616773722
id_001728,test,NA,2015,10,10,14,DEPARTMENT STORE,41.787406786,-87.70337814
id_001729,valid,1,2009,1,9,6,SMALL RETAIL STORE,41.94461943,-87.672110431
id_001730,valid,3,2004,3,23,12,SIDEWALK,41.910574859,-87.671679378
id_001731,test,NA,2015,10,19,15,OTHER,41.916881209,-87.664592847
id_001732,train,2,2010,11,23,11,PARK PROPERTY,41.862381936,-87.716820455
id_001733,train,3,2007,7,26,20,STREET,41.88056607,-87.739346751
id_001734,valid,3,2004,6,2,19,SIDEWALK,41.917433534,-87.703048936
id_001735,train,4,2012,8,15,22,STREET,41.77685776,-87.670225321
id_001736,valid,5,2012,10,25,24,DEPARTMENT STORE,41.778306428,-87.683617975
id_001737,train,2,2006,5,23,1,CHA HALLWAY/STAIRWELL/ELEVATOR,41.851958307,-87.627067195
id_001738,train,3,2001,4,28,3,SIDEWALK,41.972192487,-87.707216405
id_001739,train,1,2002,8,3,22,STREET,41.763238704,-87.624859412
id_001740,train,4,2009,7,10,17,TAVERN/LIQUOR STORE,41.758090343,-87.633807628
id_001741,test,NA,2010,3,11,3,STREET,41.731072989,-87.551281881
id_001742,test,NA,2003,3,9,21,STREET,41.808194805,-87.699396498
id_001743,valid,3,2008,2,16,23,STREET,41.880553047,-87.740543983
id_001744,train,2,2011,7,1,11,RESIDENCE,41.722560324,-87.661494248
id_001745,train,3,2006,6,16,22,STREET,41.807820625,-87.727702191
id_001746,train,3,2002,1,29,4,STREET,41.917052559,-87.708659532
id_001747,train,2,2001,5,1,14,STREET,41.819537938,-87.62002027
id_001748,test,NA,2004,1,26,16,POLICE FACILITY/VEH PARKING LOT,41.873699424,-87.704705156
id_001749,train,1,2001,9,6,21,STREET,41.744340514,-87.613671112
id_001750,train,4,2007,8,19,16,STREET,41.8032982,-87.653195042
id_001751,train,2,2013,3,8,8,SIDEWALK,41.897992938,-87.750773984
id_001752,train,3,2013,9,25,21,SIDEWALK,41.677944964,-87.630166406
id_001753,train,1,2009,4,19,17,RESIDENCE,41.771914704,-87.687465705
id_001754,train,5,2006,11,11,13,DEPARTMENT STORE,41.883500187,-87.627876698
id_001755,valid,3,2007,1,12,23,STREET,41.968591226,-87.691653111
id_001756,train,3,2003,7,28,16,SIDEWALK,41.790665284,-87.61911936
id_001757,valid,2,2006,1,27,13,VEHICLE NON-COMMERCIAL,41.875284419,-87.724348541
id_001758,train,3,2005,5,4,21,STREET,41.898022859,-87.745873766
id_001759,train,1,2009,8,27,18,STREET,41.805341531,-87.603808314
id_001760,valid,1,2016,12,26,13,CHA APARTMENT,41.824547259,-87.633121383
id_001761,train,2,2002,11,11,10,STREET,41.736821826,-87.559723393
id_001762,train,5,2016,2,11,17,GROCERY FOOD STORE,41.941748603,-87.668718084
id_001763,valid,5,2007,6,29,21,RESTAURANT,42.002582232,-87.815846622
id_001764,train,4,2010,7,18,11,STREET,41.769583785,-87.690711309
id_001765,train,3,2003,4,18,21,STREET,41.857971597,-87.655405854
id_001766,train,2,2012,9,2,20,SIDEWALK,41.931256023,-87.767835933
id_001767,train,5,2003,1,1,15,OTHER,41.909849509,-87.632222974
id_001768,valid,1,2006,12,17,2,APARTMENT,41.858030928,-87.651058969
id_001769,test,NA,2002,8,19,12,STREET,41.764824914,-87.564258533
id_001770,train,1,2003,7,6,22,STREET,41.907274031,-87.722791892
id_001771,test,NA,2010,7,25,18,STREET,41.743153386,-87.657703285
id_001772,test,NA,2001,12,8,18,SIDEWALK,41.781015753,-87.615497693
id_001773,train,4,2007,8,7,24,SIDEWALK,41.859270847,-87.671136613
id_001774,train,4,2008,10,11,10,BARBERSHOP,41.903125216,-87.68095819
id_001775,test,NA,2001,8,3,22,RESIDENCE,41.745425635,-87.546849699
id_001776,train,1,2007,4,27,24,CTA PLATFORM,41.857744741,-87.669658337
id_001777,train,1,2010,11,27,17,STREET,41.740405054,-87.555129562
id_001778,train,1,2016,6,22,2,STREET,41.880934233,-87.709411705
id_001779,train,5,2017,5,13,16,BAR OR TAVERN,41.886554425,-87.630994065
id_001780,train,1,2005,12,19,3,HOTEL/MOTEL,41.986989467,-87.840745861
id_001781,train,2,2004,6,25,2,STREET,41.851672339,-87.695440063
id_001782,train,2,2013,6,14,20,STREET,41.880839844,-87.752633686
id_001783,train,5,2012,3,23,21,STREET,41.850887643,-87.725321428
id_001784,train,3,2006,7,20,20,STREET,41.880385785,-87.75401484
id_001785,test,NA,2002,5,19,16,APARTMENT,41.903484032,-87.732114444
id_001786,train,5,2001,10,22,24,PARKING LOT/GARAGE(NON.RESID.),41.770678476,-87.612504326
id_001787,train,1,2004,12,14,8,STREET,41.731549891,-87.658077682
id_001788,train,1,2010,6,18,9,STREET,41.731120259,-87.608286678
id_001789,valid,5,2013,5,23,1,RESTAURANT,41.928473459,-87.648868318
id_001790,test,NA,2007,1,21,5,STREET,41.914737635,-87.695896313
id_001791,train,4,2004,11,1,13,CTA PLATFORM,41.794533814,-87.631438536
id_001792,valid,5,2001,9,28,8,STREET,41.75015272,-87.598031354
id_001793,train,4,2002,10,20,12,GAS STATION,41.882185193,-87.72571151
id_001794,train,1,2011,6,12,3,PARK PROPERTY,41.977313399,-87.669642955
id_001795,test,NA,2005,10,19,6,"SCHOOL, PUBLIC, GROUNDS",41.784111527,-87.688652292
id_001796,train,2,2012,12,27,24,SIDEWALK,41.753120521,-87.562624493
id_001797,train,3,2013,5,11,12,STREET,41.803419975,-87.619443526
id_001798,train,2,2001,6,8,21,STREET,41.707933886,-87.685531918
id_001799,train,3,2004,5,26,23,STREET,41.816592408,-87.61942932
id_001800,train,5,2007,4,21,16,STREET,41.904326846,-87.721784049
id_001801,train,3,2003,6,11,20,STREET,41.866478936,-87.698652145
id_001802,train,2,2006,1,13,23,STREET,41.749420386,-87.656135076
id_001803,train,2,2014,6,2,2,SIDEWALK,41.838600409,-87.735030405
id_001804,train,4,2005,9,25,22,SIDEWALK,41.907591449,-87.666387044
id_001805,train,2,2003,5,15,19,SIDEWALK,41.881041773,-87.699980585
id_001806,train,1,2005,7,16,10,APARTMENT,41.753347902,-87.650178718
id_001807,train,1,2016,3,21,12,OTHER,41.820138037,-87.605008801
id_001808,test,NA,2003,6,13,15,SIDEWALK,41.866286656,-87.71624326
id_001809,valid,4,2002,9,20,2,STREET,41.886311525000004,-87.714218039
id_001810,train,4,2016,9,1,13,SIDEWALK,41.903576802,-87.753353412
id_001811,train,5,2008,8,30,13,DEPARTMENT STORE,41.909920109,-87.723427962
id_001812,train,5,2008,8,12,21,RESIDENTIAL YARD (FRONT/BACK),41.781696088,-87.732615507
id_001813,valid,4,2010,12,18,20,SMALL RETAIL STORE,41.88071196,-87.726830778
id_001814,train,3,2011,2,5,11,STREET,41.809063425,-87.696677258
id_001815,train,1,2002,7,29,8,RESIDENCE,41.766323551,-87.63838083
id_001816,train,3,2012,1,11,21,STREET,41.782655024,-87.664299154
id_001817,valid,1,2012,11,24,6,RESIDENCE,41.768394295,-87.623373062
id_001818,test,NA,2002,12,21,23,STREET,41.89497206,-87.635669322
id_001819,train,5,2011,2,25,19,GROCERY FOOD STORE,41.864493678,-87.639158
id_001820,train,4,2007,7,21,2,SIDEWALK,41.910382681,-87.722685119
id_001821,train,5,2005,1,15,8,RESIDENCE,41.756322957,-87.568761731
id_001822,valid,4,2006,7,19,12,OTHER,41.677141624,-87.640684521
id_001823,train,3,2004,9,5,19,STREET,41.865916458,-87.742918695
id_001824,train,1,2005,7,6,11,RESIDENCE,41.847232454,-87.716092419
id_001825,train,1,2003,1,29,12,STREET,41.875336896,-87.630698309
id_001826,train,5,2007,6,16,8,STREET,41.866895755,-87.738056173
id_001827,train,3,2005,9,8,8,OTHER,41.929925166,-87.746525605
id_001828,train,1,2003,7,17,22,OTHER,41.969173771,-87.709720727
id_001829,test,NA,2011,1,9,22,SIDEWALK,41.78021834,-87.703169855
id_001830,valid,1,2002,9,22,18,STREET,41.915414588,-87.792540985
id_001831,train,4,2009,8,16,21,SIDEWALK,41.730359865,-87.66105762
id_001832,test,NA,2009,3,15,21,STREET,41.881187307,-87.684754394
id_001833,train,2,2002,1,5,20,SIDEWALK,41.735545791,-87.646073383
id_001834,valid,1,2012,4,11,17,RESIDENCE,41.920716447,-87.771956172
id_001835,valid,4,2008,1,18,13,STREET,41.904409456,-87.638380473
id_001836,train,2,2011,4,10,17,STREET,42.019844973,-87.671913104
id_001837,train,4,2003,9,24,21,SIDEWALK,41.93750081,-87.709353131
id_001838,train,4,2002,3,15,11,OTHER,41.902732917,-87.719301353
id_001839,test,NA,2005,8,13,3,STREET,41.773081899,-87.588747571
id_001840,train,3,2004,9,23,22,VEHICLE NON-COMMERCIAL,41.943599486,-87.650695129
id_001841,valid,1,2009,1,29,11,APARTMENT,41.731193937,-87.545686119
id_001842,test,NA,2012,6,13,11,STREET,41.932782967,-87.64583438
id_001843,test,NA,2010,8,1,19,APARTMENT,41.746844283,-87.624420391
id_001844,test,NA,2001,5,19,22,RESTAURANT,41.911118991,-87.628458065
id_001845,valid,1,2001,1,14,23,STREET,41.795548916,-87.708370237
id_001846,train,4,2008,8,2,12,STREET,41.797862721,-87.606302615
id_001847,train,5,2015,1,12,16,CONVENIENCE STORE,41.706378843,-87.680856265
id_001848,train,1,2008,10,14,19,STREET,41.824384229,-87.705562018
id_001849,valid,1,2002,5,16,12,RESTAURANT,41.953924785,-87.707307
id_001850,train,3,2004,8,17,9,SIDEWALK,41.934495251,-87.746711578
id_001851,train,3,2007,7,12,19,SIDEWALK,41.755289122,-87.556195869
id_001852,train,4,2004,5,28,2,SIDEWALK,41.746090879,-87.670611636
id_001853,train,1,2003,6,9,17,STREET,41.849107811,-87.63572746
id_001854,test,NA,2012,1,22,20,STREET,41.865614975,-87.721495958
id_001855,train,1,2011,10,28,17,STREET,41.730773605,-87.604678299
id_001856,test,NA,2011,11,28,21,SIDEWALK,41.890695485,-87.684643527
id_001857,valid,2,2006,4,10,21,SIDEWALK,41.866202441,-87.723080029
id_001858,test,NA,2001,4,9,19,BAR OR TAVERN,41.913682712,-87.653593172
id_001859,valid,4,2009,2,6,15,SIDEWALK,42.010230157,-87.672527861
id_001860,valid,2,2003,7,16,20,STREET,41.662944028,-87.641411276
id_001861,valid,4,2005,4,26,19,SIDEWALK,41.749748574,-87.710254882
id_001862,train,4,2007,11,12,15,STREET,41.764265154,-87.681908587
id_001863,valid,3,2006,12,8,7,STREET,41.881022767,-87.701512057
id_001864,valid,2,2012,1,18,21,STREET,41.985508958,-87.698019315
id_001865,train,3,2008,5,18,8,STREET,41.801252294,-87.672225768
id_001866,train,3,2002,5,28,6,STREET,41.809063425,-87.696677258
id_001867,train,3,2009,10,6,20,STREET,41.762912487,-87.660527325
id_001868,test,NA,2005,8,8,14,RESIDENCE,41.797781587,-87.649395287
id_001869,valid,5,2011,6,26,20,CONVENIENCE STORE,41.877851081,-87.735993683
id_001870,train,1,2005,11,13,14,VEHICLE NON-COMMERCIAL,41.938110187,-87.718539417
id_001871,test,NA,2005,4,13,21,STREET,41.77016637,-87.681595944
id_001872,test,NA,2004,9,14,6,HOTEL/MOTEL,41.744544863,-87.64386309
id_001873,train,1,2010,4,14,22,STREET,41.980392944,-87.773230778
id_001874,valid,1,2015,7,22,12,APARTMENT,41.857989246,-87.65421265
id_001875,train,3,2001,10,18,9,STREET,41.88074516,-87.733150204
id_001876,train,1,2011,7,23,10,RESIDENCE,42.002328691,-87.681479965
id_001877,test,NA,2003,12,5,20,STREET,41.851875499,-87.697434784
id_001878,train,4,2015,11,16,12,STREET,41.880384097,-87.754224166
id_001879,train,4,2003,11,6,14,ALLEY,41.780397667,-87.606668585
id_001880,train,1,2001,3,13,15,RESIDENCE,41.917929746,-87.701960146
id_001881,train,3,2002,10,3,7,STREET,41.865913026,-87.743318897
id_001882,valid,4,2006,7,26,19,SIDEWALK,41.744535673,-87.560480928
id_001883,valid,2,2014,3,22,24,SIDEWALK,41.702304889,-87.541344172
id_001884,train,4,2010,8,12,23,SIDEWALK,41.749002861,-87.569841704
id_001885,valid,5,2012,5,29,11,DEPARTMENT STORE,41.750897967,-87.627597074
id_001886,train,2,2015,2,20,23,BAR OR TAVERN,41.901073698,-87.63136393
id_001887,train,3,2012,7,12,20,STREET,41.760081493,-87.561203395
id_001888,train,2,2003,7,24,19,ALLEY,41.878462484,-87.755732349
id_001889,train,5,2010,10,20,7,RESIDENCE,41.908245878,-87.710093647
id_001890,train,1,2014,12,3,22,STREET,41.825780124,-87.609329287
id_001891,valid,5,2013,12,4,13,BANK,42.009087258,-87.690171862
id_001892,train,5,2003,3,25,12,RESIDENCE,42.015989729,-87.811465569
id_001893,test,NA,2008,9,24,23,STREET,41.789836176,-87.663245417
id_001894,train,3,2005,3,1,20,STREET,41.881046784,-87.699396664
id_001895,test,NA,2001,3,20,22,RESIDENCE,41.676472832,-87.626397486
id_001896,valid,1,2017,7,19,5,ALLEY,41.997167077,-87.809607065
id_001897,train,4,2016,4,5,11,SIDEWALK,41.750223119,-87.6738307
id_001898,train,5,2012,1,11,13,PARK PROPERTY,41.670157929,-87.634445665
id_001899,valid,4,2011,10,31,8,STREET,41.870147702,-87.696614875
id_001900,train,5,2001,7,20,15,HOSPITAL BUILDING/GROUNDS,41.874013531,-87.671234134
id_001901,test,NA,2004,6,8,6,STREET,41.868246444,-87.703675515
id_001902,train,1,2006,4,20,14,RESIDENCE-GARAGE,41.879288711,-87.741756429
id_001903,train,2,2010,6,27,16,STREET,41.897051576,-87.750756828
id_001904,test,NA,2008,2,29,20,STREET,41.880565994,-87.739332063
id_001905,valid,2,2014,2,9,21,APARTMENT,41.843898107,-87.707459543
id_001906,train,2,2001,8,31,22,STREET,41.974644544,-87.657626798
id_001907,train,1,2004,6,4,22,RESIDENCE-GARAGE,41.777785073,-87.775536181
id_001908,test,NA,2011,3,16,21,CTA TRAIN,41.888757117,-87.633988801
id_001909,train,3,2004,12,27,21,STREET,41.93242861,-87.666716371
id_001910,train,3,2003,8,6,10,STREET,41.909442554,-87.760173958
id_001911,train,4,2006,1,25,22,SIDEWALK,41.752458063,-87.602783942
id_001912,train,5,2001,5,27,10,PARKING LOT/GARAGE(NON.RESID.),41.911720753,-87.732356785
id_001913,test,NA,2010,10,20,22,STREET,41.751939541,-87.550713473
id_001914,train,5,2012,2,25,24,CTA BUS STOP,41.691785342,-87.680040827
id_001915,valid,1,2009,9,23,19,STREET,41.830491836,-87.626481304
id_001916,train,5,2012,9,25,16,STREET,41.980467504,-87.803980721
id_001917,train,2,2005,1,28,12,SIDEWALK,41.89411791,-87.715053532
id_001918,test,NA,2014,3,22,24,SIDEWALK,41.811963261,-87.691098559
id_001919,train,4,2009,5,3,21,STREET,41.857862388,-87.704214216
id_001920,train,2,2002,5,29,14,STREET,41.91029981,-87.771492703
id_001921,train,1,2015,6,7,22,STREET,41.852049145,-87.668491276
id_001922,test,NA,2003,9,23,17,STREET,41.766325357,-87.63596152
id_001923,train,2,2013,4,15,8,PARKING LOT/GARAGE(NON.RESID.),41.747851897,-87.66337071
id_001924,valid,1,2004,3,16,14,PARK PROPERTY,41.945437422,-87.702883458
id_001925,train,3,2006,9,22,12,STREET,41.908900526,-87.648221468
id_001926,train,4,2005,10,27,2,STREET,41.747184808,-87.603851467
id_001927,test,NA,2004,10,18,17,STREET,41.866278021,-87.717190539
id_001928,valid,2,2009,12,8,19,RESIDENCE,41.894045505,-87.746762326
id_001929,train,4,2001,8,21,24,BANK,41.702805594,-87.527704507
id_001930,valid,5,2004,8,2,22,STREET,42.001939917,-87.663522621
id_001931,train,5,2006,12,12,8,VEHICLE NON-COMMERCIAL,41.74971283,-87.663420989
id_001932,train,1,2002,1,6,17,STREET,41.81142036,-87.600830492
id_001933,test,NA,2013,3,24,16,STREET,41.826203529,-87.62485908
id_001934,train,4,2004,10,12,3,CLEANING STORE,41.909852583,-87.728821744
id_001935,train,5,2012,7,23,8,COMMERCIAL / BUSINESS OFFICE,41.88030381,-87.636978269
id_001936,test,NA,2003,6,11,8,STREET,41.815856324,-87.61977132
id_001937,valid,5,2016,9,4,15,STREET,41.861871263,-87.694185994
id_001938,train,5,2009,3,24,1,STREET,41.721180629,-87.623717187
id_001939,train,1,2017,7,13,23,RESIDENCE,41.776291692,-87.693320649
id_001940,train,2,2011,2,10,16,SIDEWALK,41.815968854,-87.619773739
id_001941,valid,1,2008,5,5,24,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,41.768320306,-87.684169629
id_001942,valid,4,2001,8,26,3,STREET,41.997614361,-87.691251256
id_001943,valid,5,2001,6,6,8,RESIDENCE,41.907284334,-87.690977974
id_001944,train,4,2015,2,5,8,VEHICLE NON-COMMERCIAL,41.850915302,-87.712537077
id_001945,train,4,2003,8,24,1,STREET,41.7582723,-87.561507298
id_001946,train,2,2003,10,17,15,STREET,41.906466072,-87.77429622
id_001947,test,NA,2002,4,19,21,RESIDENCE PORCH/HALLWAY,41.893408435,-87.662949914
id_001948,test,NA,2007,7,10,22,STREET,41.909918048,-87.723556565
id_001949,train,3,2002,4,23,9,STREET,41.903700111,-87.644078325
id_001950,train,5,2008,7,24,10,DEPARTMENT STORE,41.953436358,-87.746273229
id_001951,train,3,2015,5,7,21,SIDEWALK,41.761109412,-87.644308897
id_001952,train,1,2009,9,29,21,STREET,41.780331258,-87.610497042
id_001953,valid,2,2009,1,31,22,SIDEWALK,41.877556996,-87.75575519
id_001954,train,2,2005,6,9,15,SIDEWALK,41.908220749,-87.758403139
id_001955,valid,5,2013,4,5,22,STREET,41.798776948,-87.591765561
id_001956,train,5,2003,8,20,20,STREET,41.741451615,-87.586709404
id_001957,test,NA,2003,9,4,15,DRUG STORE,41.795991039,-87.630542489
id_001958,train,3,2016,9,9,13,STREET,41.870168199,-87.737776149
id_001959,train,4,2014,7,26,12,PARK PROPERTY,41.929005504,-87.707484558
id_001960,train,3,2005,6,1,24,STREET,41.799911401,-87.742952841
id_001961,valid,3,2003,10,30,10,STREET,41.740941259,-87.653479725
id_001962,train,1,2006,3,3,16,RESIDENCE-GARAGE,41.771152524,-87.675024054
id_001963,train,2,2009,5,8,24,SIDEWALK,41.892094173,-87.76528734
id_001964,valid,4,2009,11,8,17,DEPARTMENT STORE,41.883500187,-87.627876698
id_001965,train,1,2009,5,3,19,RESIDENCE,41.722784297,-87.639608453
id_001966,valid,2,2006,6,9,18,STREET,41.750187225,-87.661008365
id_001967,valid,4,2016,8,22,1,STREET,41.89583339,-87.724876942
id_001968,train,4,2002,3,24,19,SIDEWALK,41.748675713,-87.619702242
id_001969,valid,5,2016,3,20,24,SMALL RETAIL STORE,41.89804054,-87.624091323
id_001970,test,NA,2014,2,4,6,STREET,41.909510086,-87.755033732
id_001971,train,4,2012,12,26,13,SMALL RETAIL STORE,41.78055534,-87.664247652
id_001972,test,NA,2005,1,18,18,STREET,42.016121919,-87.664003087
id_001973,train,1,2006,7,29,7,RESIDENCE,41.684505121,-87.631259162
id_001974,train,3,2005,2,9,9,STREET,41.817645899,-87.619821156
id_001975,train,1,2015,11,19,20,STREET,41.766958951,-87.713453435
id_001976,train,3,2004,5,19,3,STREET,41.775834643,-87.615515144
id_001977,valid,1,2008,5,21,8,RESIDENCE,41.77722861,-87.757858808
id_001978,train,4,2005,5,28,21,STREET,41.675881452,-87.617754306
id_001979,valid,4,2004,2,20,13,STREET,41.752090412,-87.653779875
id_001980,valid,2,2015,9,19,22,SIDEWALK,41.89499875,-87.746419366
id_001981,train,5,2008,2,13,15,STREET,41.933096327,-87.686540419
id_001982,valid,4,2008,5,6,21,SIDEWALK,41.752457082,-87.616570932
id_001983,train,5,2001,7,18,2,STREET,42.011177949,-87.681349143
id_001984,train,3,2006,2,1,20,STREET,41.890011296,-87.631749492
id_001985,valid,1,2001,5,17,20,FACTORY/MANUFACTURING BUILDING,41.808090782,-87.698946362
id_001986,train,1,2012,8,27,23,RESIDENCE,41.767521896,-87.674558976
id_001987,test,NA,2008,1,31,17,STREET,41.795413511,-87.663407359
id_001988,train,3,2005,3,22,14,STREET,41.880601832,-87.736188392
id_001989,train,2,2003,1,21,13,STREET,41.877703068,-87.7255667
id_001990,test,NA,2017,8,8,19,CHA APARTMENT,41.656674091,-87.605129912
id_001991,train,5,2004,8,28,18,RESIDENCE,41.852925427,-87.707723916
id_001992,train,5,2001,3,2,7,PARKING LOT/GARAGE(NON.RESID.),41.922754204,-87.697503139
id_001993,train,1,2016,11,3,5,STREET,41.874314831,-87.728859328
id_001994,test,NA,2014,9,30,18,VEHICLE NON-COMMERCIAL,41.72197076,-87.677247938
id_001995,train,2,2001,5,22,12,CHA PARKING LOT/GROUNDS,41.781434441,-87.617065931
id_001996,valid,2,2010,3,4,21,RESIDENCE,41.680744713,-87.631149949
id_001997,train,4,2009,7,25,10,STREET,41.769651233,-87.590396522
id_001998,train,4,2002,1,2,16,ALLEY,41.769666866,-87.588996014
id_001999,train,2,2013,11,23,11,SIDEWALK,41.719314268,-87.61528737
id_002000,train,5,2011,3,15,14,DEPARTMENT STORE,41.896714548,-87.625340136
id_002001,test,NA,2005,7,12,23,STREET,41.779050264,-87.659346764
id_002002,test,NA,2014,5,21,20,SIDEWALK,41.683923167,-87.624082784
id_002003,test,NA,2010,2,19,23,ALLEY,41.686338405,-87.61440208
id_002004,train,1,2009,9,4,18,STREET,42.00667554,-87.66667767
id_002005,train,1,2005,9,8,11,CHA APARTMENT,41.654640959,-87.594873985
id_002006,train,5,2013,1,17,11,"SCHOOL, PUBLIC, BUILDING",41.688218178,-87.537357913
id_002007,train,5,2003,1,27,16,DEPARTMENT STORE,41.892942019,-87.63262828
id_002008,train,3,2004,10,19,21,STREET,41.801692642,-87.742991505
id_002009,train,2,2004,2,24,20,STREET,41.854911949,-87.733380777
id_002010,train,5,2012,12,19,1,RESIDENCE,41.759608384,-87.609076642
id_002011,test,NA,2001,5,12,19,SIDEWALK,41.892114556,-87.75073191
id_002012,train,2,2011,5,12,21,RESIDENCE PORCH/HALLWAY,41.877072181,-87.726659567
id_002013,valid,5,2013,3,12,16,PARKING LOT/GARAGE(NON.RESID.),41.812610526,-87.723765071
id_002014,train,3,2002,1,31,20,STREET,41.795247682,-87.664619276
id_002015,train,2,2003,4,19,14,SIDEWALK,41.896064077,-87.772337403
id_002016,train,2,2001,10,29,17,STREET,41.938795933,-87.757650771
id_002017,train,1,2003,2,21,18,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,41.972643078,-87.661674707
id_002018,train,4,2005,11,11,20,SMALL RETAIL STORE,42.019363337,-87.697895881
id_002019,test,NA,2011,1,11,24,RESIDENCE,41.741008476,-87.648624014
id_002020,train,5,2001,3,9,20,STREET,41.877629048,-87.688836863
id_002021,train,3,2001,8,25,23,STREET,41.792853763,-87.619326092
id_002022,valid,3,2004,7,13,22,STREET,41.938818753,-87.747513635
id_002023,train,5,2003,9,9,6,GAS STATION,41.851407157,-87.733835632
id_002024,train,2,2008,1,14,22,SIDEWALK,41.841960567,-87.626109209
id_002025,train,3,2003,1,8,20,STREET,41.910225417,-87.696264504
id_002026,valid,3,2002,1,31,21,STREET,41.814787174,-87.619067859
id_002027,train,1,2001,12,21,21,STREET,42.01076444,-87.675248913
id_002028,train,4,2009,9,11,21,RESTAURANT,41.932759488,-87.668407152
id_002029,valid,5,2009,12,21,16,SMALL RETAIL STORE,41.84427618,-87.722635164
id_002030,train,2,2010,7,26,9,SIDEWALK,41.908393245,-87.775572555
id_002031,train,1,2003,11,8,1,RESIDENCE,41.696500294,-87.538907186
id_002032,train,3,2004,11,5,14,STREET,41.744487237,-87.643863706
id_002033,train,5,2013,8,12,9,RESIDENCE,41.809623853,-87.598408034
id_002034,valid,3,2008,5,8,22,HOTEL/MOTEL,41.888165132,-87.622937212
id_002035,train,4,2009,5,29,20,SIDEWALK,41.750167966,-87.645239474
id_002036,train,5,2010,10,21,9,CTA PLATFORM,41.884476226,-87.631310613
id_002037,test,NA,2007,12,1,11,STREET,41.880632708,-87.733687387
id_002038,valid,5,2004,2,8,24,RESIDENCE,41.888425663,-87.751690918
id_002039,test,NA,2014,5,15,13,"SCHOOL, PUBLIC, BUILDING",41.964744922,-87.714849143
id_002040,train,2,2006,8,23,22,SIDEWALK,41.761915482,-87.590885285
id_002041,train,1,2008,12,5,6,SMALL RETAIL STORE,41.852002137,-87.688646389
id_002042,train,3,2007,2,15,20,STREET,41.866341527,-87.711154301
id_002043,valid,4,2015,5,18,13,RESTAURANT,41.909339178,-87.768664973
id_002044,train,2,2003,7,8,15,STREET,41.899418149,-87.767984685
id_002045,valid,3,2011,10,6,14,SIDEWALK,41.909989881,-87.716965071
id_002046,train,2,2003,4,9,14,RESTAURANT,41.896685066,-87.627683859
id_002047,valid,1,2005,4,2,15,RESIDENCE,41.876834002,-87.702320746
id_002048,train,2,2001,1,8,20,STREET,41.977583996,-87.783681657
id_002049,train,3,2001,4,9,24,STREET,41.812870965,-87.61983747
id_002050,test,NA,2014,11,1,19,SIDEWALK,41.84585638,-87.72460935
id_002051,train,3,2007,6,20,7,STREET,41.85172798,-87.70855777
id_002052,valid,2,2006,9,11,20,SIDEWALK,41.909358447,-87.690883705
id_002053,train,4,2015,1,25,17,SIDEWALK,41.768729167,-87.623384033
id_002054,train,5,2007,12,27,21,STREET,41.772402617,-87.582622321
id_002055,valid,5,2009,9,5,17,GROCERY FOOD STORE,41.766102387,-87.573539169
id_002056,train,3,2013,7,27,22,STREET,41.755289122,-87.556195869
id_002057,train,2,2005,2,20,1,SIDEWALK,41.78259685,-87.661854189
id_002058,train,2,2005,5,13,19,SIDEWALK,41.75953461,-87.564772524
id_002059,valid,1,2006,9,9,6,RESTAURANT,41.809519024,-87.607384952
id_002060,train,3,2015,6,13,21,SIDEWALK,41.786272829,-87.701775878
id_002061,train,1,2001,4,11,22,RESIDENCE-GARAGE,41.74523258,-87.613697793
id_002062,train,2,2008,6,23,12,STREET,41.876924291,-87.738785625
id_002063,train,1,2006,7,8,1,OTHER,42.013634224,-87.692598855
