obs_id,train_id,duration,day,hour,minute,weekday,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,pickup_NTACode,dropoff_NTACode
id_000720,valid,1778,8,17,10,1,-73.97450256347656,40.757652282714844,-73.8657455444336,40.77097702026367,11.81,MN17,QN98
id_000721,train,917,9,21,18,2,-73.99220275878906,40.76942443847656,-73.99542236328125,40.7335205078125,3.3,MN15,MN23
id_000722,train,561,7,12,11,7,-73.99535369873047,40.74077224731445,-74.00389099121094,40.7265625,1.5,MN13,MN24
id_000723,test,NA,23,19,53,2,-73.97996520996094,40.75164031982422,-73.96815490722656,40.76054382324219,1.1,MN20,MN19
id_000724,valid,636,10,20,24,3,-73.98725891113281,40.75062942504883,-73.96562957763672,40.7529411315918,1.59,MN17,MN19
id_000725,train,545,7,19,47,7,-74.00768280029297,40.743038177490234,-74.00276947021484,40.73088073730469,1.24,MN13,MN23
id_000726,valid,456,11,6,15,4,-73.994140625,40.75111770629883,-73.99109649658203,40.770721435546875,1.7,MN17,MN15
id_000727,train,1403,30,10,18,2,-73.97126007080078,40.795406341552734,-74.00260162353516,40.718528747558594,6.5,MN12,MN24
id_000728,train,980,17,10,44,3,-73.965576171875,40.768341064453125,-73.93939971923828,40.80433654785156,2.8,MN40,MN34
id_000729,train,442,20,22,36,6,-73.9820556640625,40.77643585205078,-73.97541046142578,40.76097869873047,1.47,MN14,MN17
id_000730,train,361,12,20,49,5,-73.95872497558594,40.78085708618164,-73.943695068359375,40.77664566040039,0.9,MN40,MN32
id_000731,valid,1618,1,17,2,1,-73.98229217529297,40.77118682861328,-73.92579650878906,40.86481475830078,9.7,MN14,MN01
id_000732,train,1011,4,11,22,4,-73.99405670166016,40.75114440917969,-73.9783706665039,40.75388717651367,1.2,MN17,MN17
id_000733,valid,2131,7,22,13,7,-74.01039123535156,40.71138381958008,-74.08576202392578,40.64552688598633,15.9,MN25,SI22
id_000734,train,494,5,6,55,5,-73.9966812133789,40.73753356933594,-73.97960662841797,40.76056671142578,1.9,MN13,MN17
id_000735,valid,326,19,19,44,5,-73.95877838134766,40.76811218261719,-73.95862579345703,40.7607307434082,0.7,MN31,MN31
id_000736,train,288,13,17,1,6,-73.951995849609375,40.7696533203125,-73.9583740234375,40.77480697631836,0.64,MN31,MN40
id_000737,train,558,4,19,21,4,-73.95410919189453,40.77454376220703,-73.95763397216797,40.761573791503906,1.14,MN32,MN31
id_000738,test,NA,21,2,1,7,-73.98596954345703,40.722232818603516,-74.00437927246094,40.70783996582031,2.8,MN22,MN25
id_000739,train,614,5,19,42,5,-73.97151947021484,40.78178405761719,-73.946319580078125,40.77702331542969,1.79,MN99,MN32
id_000740,train,862,22,2,27,1,-73.9904556274414,40.71871566772461,-73.99855041503906,40.740482330322266,2.3,MN27,MN13
id_000741,train,170,1,16,57,1,-73.98858642578125,40.748756408691406,-73.98140716552734,40.75822067260742,0.75,MN17,MN17
id_000742,train,1790,23,7,44,2,-73.9500503540039,40.77211380004883,-73.99449920654297,40.74928283691406,4.2,MN32,MN17
id_000743,train,498,11,6,47,4,-73.99004364013672,40.73273468017578,-73.981536865234375,40.76059341430664,2.48,MN23,MN17
id_000744,train,1056,20,13,4,6,-73.9663314819336,40.80487823486328,-73.98499298095703,40.76881790161133,2.75,MN09,MN14
id_000745,train,1972,23,15,48,2,-74.0155029296875,40.71396255493164,-73.964263916015625,40.756317138671875,6.47,MN25,MN19
id_000746,train,287,4,8,32,4,-74.00251007080078,40.729270935058594,-73.99249267578125,40.7343635559082,0.8,MN23,MN23
id_000747,train,484,10,13,6,3,-74.011566162109375,40.7103385925293,-74.00431823730469,40.72180938720703,0.9,MN25,MN24
id_000748,valid,658,23,22,4,2,-73.9398422241211,40.789859771728516,-73.94200134277344,40.817588806152344,2.62,MN33,MN03
id_000749,train,497,3,13,43,3,-73.99088287353516,40.755558013916016,-73.991058349609375,40.75063705444336,0.5,MN17,MN17
id_000750,valid,660,18,19,6,4,-73.95464324951172,40.7641487121582,-73.97737884521484,40.74628829956055,2.1,MN31,MN20
id_000751,train,526,10,17,17,3,-74.0069580078125,40.72895050048828,-73.9951400756836,40.749778747558594,1.61,MN23,MN17
id_000752,test,NA,13,20,0,6,-73.98078918457031,40.76762008666992,-73.96063232421875,40.76152038574219,1.27,MN99,MN31
id_000753,train,655,16,19,9,2,-73.98143005371094,40.76356887817383,-73.98896789550781,40.75590896606445,0.75,MN17,MN17
id_000754,train,1513,8,16,50,1,-73.97410583496094,40.764713287353516,-73.99797821044922,40.76069641113281,1.9,MN17,MN15
id_000755,train,700,22,0,48,1,-74.0096664428711,40.704376220703125,-74.00648498535156,40.73283767700195,2.37,MN25,MN23
id_000756,test,NA,10,21,8,3,-73.98741912841797,40.72896957397461,-73.91979217529297,40.77547073364258,9.48,MN22,QN72
id_000757,train,576,14,17,50,7,-73.95038604736328,40.775569915771484,-73.93877410888672,40.80503845214844,2.4,MN32,MN34
id_000758,train,1324,24,12,2,3,-73.96795654296875,40.76256561279297,-73.977081298828125,40.760887145996094,0.6,MN40,MN17
id_000759,test,NA,31,7,49,3,-73.974609375,40.759578704833984,-73.9669418334961,40.77279281616211,1,MN17,MN99
id_000760,train,263,27,8,39,6,-73.96129608154297,40.760406494140625,-73.95872497558594,40.76824188232422,0.69,MN31,MN31
id_000761,valid,249,26,15,29,5,-73.98268127441406,40.756683349609375,-73.97886657714844,40.76218795776367,0.41,MN17,MN17
id_000762,train,428,12,2,22,5,-73.971832275390625,40.7630500793457,-73.9426498413086,40.79985809326172,3.11,MN17,MN34
id_000763,test,NA,25,16,28,4,-73.98212432861328,40.779029846191406,-73.961578369140625,40.77141189575195,2.02,MN14,MN40
id_000764,train,125,1,3,7,1,-73.9681396484375,40.755455017089844,-73.97474670410156,40.744232177734375,0.9,MN19,MN20
id_000765,test,NA,20,19,40,6,-73.973175048828125,40.792545318603516,-73.95185852050781,40.79793167114258,1.81,MN12,MN99
id_000766,train,494,29,22,23,1,-73.99300384521484,40.738502502441406,-73.98188781738281,40.74907684326172,1.3,MN13,MN20
id_000767,train,531,27,18,2,6,-73.982147216796875,40.76232147216797,-73.98966217041016,40.760398864746094,0.71,MN17,MN15
id_000768,valid,358,28,13,21,7,-74.00337219238281,40.72624206542969,-73.9926986694336,40.74248504638672,1.3,MN24,MN13
id_000769,test,NA,26,1,21,5,-73.9858169555664,40.74119186401367,-73.96061706542969,40.675960540771484,6.03,MN13,BK61
id_000770,valid,210,5,0,29,5,-73.99173736572266,40.74513244628906,-73.98413848876953,40.74113082885742,0.5,MN17,MN21
id_000771,train,347,3,20,37,3,-73.978851318359375,40.75015640258789,-73.98839569091797,40.74872970581055,0.7,MN20,MN17
id_000772,valid,376,17,4,4,3,-73.98404693603516,40.72538375854492,-73.99171447753906,40.71489334106445,0.8,MN22,MN27
id_000773,train,778,2,16,0,2,-73.97029876708984,40.7640266418457,-73.98561096191406,40.76644515991211,0.9,MN40,MN15
id_000774,test,NA,24,23,0,3,-74.00109100341797,40.73163604736328,-73.98692321777344,40.752872467041016,1.6,MN23,MN17
id_000775,train,2984,13,10,51,6,-73.98072052001953,40.782493591308594,-73.86170959472656,40.76830291748047,10.33,MN12,QN98
id_000776,train,1702,6,22,22,6,-74.00589752197266,40.74021911621094,-73.95104217529297,40.774559020996094,5,MN23,MN32
id_000777,train,1515,3,17,37,3,-74.00315856933594,40.74935531616211,-74.00971984863281,40.70770263671875,4.5,MN13,MN25
id_000778,valid,559,15,8,14,1,-73.978973388671875,40.76256561279297,-73.95299530029297,40.777645111083984,2.43,MN17,MN32
id_000779,train,703,26,2,11,5,-73.9922103881836,40.74374008178711,-73.95033264160156,40.782169342041016,4.04,MN13,MN32
id_000780,test,NA,20,13,13,6,-73.96276092529297,40.778419494628906,-73.9669418334961,40.77259063720703,0.46,MN99,MN40
id_000781,test,NA,13,16,19,6,-73.98404693603516,40.72922897338867,-73.95337677001953,40.775611877441406,3.83,MN22,MN32
id_000782,test,NA,9,18,51,2,-73.98057556152344,40.73055648803711,-73.99005889892578,40.73257827758789,0.7,MN50,MN22
id_000783,valid,1546,16,20,1,2,-73.965728759765625,40.774166107177734,-73.99358367919922,40.73115158081055,3.5,MN40,MN23
id_000784,train,733,16,10,52,2,-73.98546600341797,40.778419494628906,-73.9658432006836,40.7686653137207,1.6,MN14,MN40
id_000785,valid,265,24,14,21,3,-73.95991516113281,40.7982177734375,-73.95613861083984,40.78814697265625,1.1,MN09,MN99
id_000786,train,208,25,3,22,4,-73.98786163330078,40.756439208984375,-73.99755096435547,40.76145935058594,0.67,MN17,MN15
id_000787,train,1533,8,22,13,1,-73.972564697265625,40.795867919921875,-73.987518310546875,40.72148895263672,7.6,MN12,MN27
id_000788,train,1933,20,21,28,6,-73.98280334472656,40.727081298828125,-73.98719024658203,40.76070785522461,3.3,MN22,MN17
id_000789,train,651,6,20,35,6,-73.9604263305664,40.781402587890625,-73.970306396484375,40.76149368286133,1.6,MN40,MN19
id_000790,train,1403,12,16,3,5,-73.95928192138672,40.77714538574219,-73.98995208740234,40.775856018066406,2.68,MN40,MN14
id_000791,train,649,18,11,31,4,-73.98469543457031,40.74367141723633,-73.98933410644531,40.72636413574219,1.5,MN17,MN22
id_000792,train,286,9,0,29,2,-73.95893859863281,40.78341293334961,-73.94615173339844,40.780616760253906,0.9,MN40,MN32
id_000793,test,NA,16,23,17,2,-73.98365020751953,40.74384689331055,-74.00569152832031,40.71480178833008,2.3,MN20,MN24
id_000794,train,1336,21,17,34,7,-73.97481536865234,40.76149368286133,-73.97404479980469,40.73984909057617,2.77,MN17,MN20
id_000795,train,183,7,0,36,7,-73.9899673461914,40.7140007019043,-73.9920883178711,40.71253967285156,0.59,MN28,MN28
id_000796,train,520,4,10,55,4,-73.963714599609375,40.76790237426758,-73.954071044921875,40.76633071899414,0.6,MN40,MN31
id_000797,train,1394,7,18,3,7,-73.9813003540039,40.76471710205078,-74.00868225097656,40.74564743041992,2.7,MN17,MN13
id_000798,test,NA,12,15,39,5,-73.9503173828125,40.82685089111328,-73.938934326171875,40.80541229248047,2.16,MN04,MN34
id_000799,valid,648,27,8,49,6,-73.940185546875,40.840736389160156,-73.92724609375,40.858036041259766,3.15,MN36,MN35
id_000800,train,799,2,0,12,2,-73.994110107421875,40.75969314575195,-73.95176696777344,40.78143310546875,3.6,MN15,MN32
id_000801,valid,1220,14,19,18,7,-73.96378326416016,40.761295318603516,-73.9803466796875,40.73228454589844,2.41,MN31,MN50
id_000802,train,224,28,3,37,7,-73.98771667480469,40.7325439453125,-73.98152160644531,40.749908447265625,1.5,MN22,MN20
id_000803,test,NA,26,22,29,5,-74.00797271728516,40.72531509399414,-74.00849151611328,40.7199592590332,0.5,MN24,MN24
id_000804,valid,376,1,11,20,1,-73.9790267944336,40.72011184692383,-73.99217224121094,40.724178314208984,0.77,MN28,MN22
id_000805,test,NA,26,10,11,5,-73.97814178466797,40.75229263305664,-73.9622573852539,40.779296875,2.8,MN20,MN99
id_000806,valid,669,18,22,19,4,-74.00670623779297,40.71636199951172,-74.00714874267578,40.740966796875,2.05,MN24,MN23
id_000807,train,1108,29,23,21,1,-73.98521423339844,40.763221740722656,-73.94273376464844,40.82741928100586,6.9,MN17,MN04
id_000808,test,NA,21,21,20,7,-73.95850372314453,40.77857208251953,-73.97314453125,40.76418685913086,1.47,MN40,MN17
id_000809,train,782,17,10,40,3,-73.9722671508789,40.75319290161133,-73.9830093383789,40.74787902832031,0.9,MN19,MN17
id_000810,train,294,30,22,3,2,-73.99149322509766,40.749942779541016,-73.97703552246094,40.74352264404297,0.9,MN17,MN20
id_000811,train,194,29,11,29,1,-73.96086883544922,40.772216796875,-73.95148468017578,40.77953338623047,0.9,MN40,MN32
id_000812,train,1291,5,22,20,5,-73.99388885498047,40.72087097167969,-74.00285339355469,40.68429183959961,3.87,MN24,BK33
id_000813,train,638,9,6,43,2,-73.942230224609375,40.786556243896484,-73.88806915283203,40.82896041870117,4.8,MN33,BX35
id_000814,test,NA,7,13,19,7,-73.98377227783203,40.753639221191406,-73.9914779663086,40.75014877319336,0.83,MN17,MN17
id_000815,train,381,11,20,3,4,-73.96100616455078,40.7750244140625,-73.96674346923828,40.79169464111328,1.6,MN40,MN12
id_000816,train,521,21,11,45,7,-73.9448471069336,40.779296875,-73.96410369873047,40.77374267578125,1.53,MN32,MN40
id_000817,test,NA,20,10,8,6,-73.986572265625,40.72589111328125,-73.98018646240234,40.72856140136719,0.52,MN22,MN22
id_000818,test,NA,7,22,25,7,-73.9902114868164,40.74158477783203,-74.0055923461914,40.72562789916992,1.8,MN13,MN24
id_000819,train,1468,17,14,37,3,-73.9569320678711,40.77050018310547,-73.977447509765625,40.75860595703125,1.77,MN31,MN17
id_000820,valid,812,18,22,24,4,-73.96613311767578,40.75812530517578,-73.98729705810547,40.74751281738281,2.07,MN19,MN17
id_000821,train,555,19,18,25,5,-74.00421142578125,40.747501373291016,-73.986785888671875,40.74248123168945,1.1,MN13,MN13
id_000822,train,499,14,20,24,7,-73.97808837890625,40.75260543823242,-73.958343505859375,40.7738151550293,2.11,MN19,MN40
id_000823,valid,670,18,15,22,4,-73.9531021118164,40.76788330078125,-73.969451904296875,40.76437759399414,1.2,MN31,MN40
id_000824,valid,1031,4,21,46,4,-73.96961975097656,40.79048156738281,-74.00889587402344,40.738037109375,5,MN12,MN23
id_000825,valid,901,19,20,28,5,-74.00990295410156,40.72108840942383,-73.9880599975586,40.75998306274414,3.5,MN24,MN15
id_000826,train,401,25,11,59,4,-73.970794677734375,40.762245178222656,-73.96248626708984,40.766998291015625,0.7,MN17,MN31
id_000827,train,587,24,18,53,3,-73.96965789794922,40.74916076660156,-73.97972869873047,40.75562286376953,0.7,MN19,MN17
id_000828,test,NA,3,13,15,3,-73.93408966064453,40.802940368652344,-73.92574310302734,40.82107925415039,1.9,MN34,BX63
id_000829,train,498,2,18,44,2,-73.96663665771484,40.757205963134766,-73.98356628417969,40.75978088378906,1.15,MN19,MN17
id_000830,valid,609,23,21,4,2,-73.98969268798828,40.7413215637207,-74.00215911865234,40.72460174560547,1.56,MN13,MN24
id_000831,valid,654,6,0,19,6,-74.002655029296875,40.74959182739258,-73.97858428955078,40.744911193847656,2.17,MN13,MN20
id_000832,test,NA,9,20,51,2,-73.99958801269531,40.74103927612305,-74.00267791748047,40.72499465942383,1.6,MN13,MN24
id_000833,valid,145,2,12,41,2,-73.94571685791016,40.773101806640625,-73.95368194580078,40.772911071777344,0.48,MN32,MN32
id_000834,valid,552,28,12,36,7,-73.99908447265625,40.76396179199219,-73.980804443359375,40.765708923339844,1.48,MN15,MN17
id_000835,train,5375,20,16,16,6,-73.976531982421875,40.78805923461914,-73.78633880615234,40.64413833618164,20,MN12,QN98
id_000836,train,976,14,18,19,7,-74.005859375,40.736236572265625,-73.994384765625,40.759178161621094,1.96,MN23,MN15
id_000837,train,87,15,10,50,1,-73.9966049194336,40.74272918701172,-74.00157165527344,40.73586654663086,0.5,MN13,MN23
id_000838,valid,2227,28,9,20,7,-73.97643280029297,40.762550354003906,-73.78337860107422,40.64371109008789,16.9,MN17,QN98
id_000839,test,NA,29,2,3,1,-73.98924255371094,40.718788146972656,-73.97237396240234,40.754608154296875,3.4,MN27,MN19
id_000840,train,349,29,10,22,1,-73.95233154296875,40.78369140625,-73.97145080566406,40.78712844848633,1.46,MN40,MN12
id_000841,test,NA,10,22,1,3,-73.98946380615234,40.730003356933594,-73.98799896240234,40.73788833618164,0.6,MN22,MN21
id_000842,train,1355,5,7,26,5,-73.95795440673828,40.77811813354492,-73.97441864013672,40.757781982421875,3,MN40,MN17
id_000843,train,465,12,19,1,5,-73.99772644042969,40.74638366699219,-74.00843811035156,40.73434829711914,1.31,MN13,MN23
id_000844,test,NA,2,9,59,2,-73.971832275390625,40.760711669921875,-73.95500183105469,40.78110122680664,1.71,MN17,MN40
id_000845,train,625,6,21,31,6,-74.0018081665039,40.7508544921875,-73.989654541015625,40.729366302490234,1.8,MN13,MN22
id_000846,train,1800,31,8,51,3,-73.986572265625,40.74578857421875,-73.97245788574219,40.76279830932617,2.06,MN17,MN17
id_000847,train,273,30,19,41,2,-73.9624252319336,40.75893020629883,-73.94759368896484,40.7729606628418,1.49,MN19,MN32
id_000848,train,1429,31,18,39,3,-73.99199676513672,40.754093170166016,-73.9560317993164,40.77594757080078,3.3,MN17,MN32
id_000849,valid,538,7,18,10,7,-73.99889373779297,40.73429489135742,-74.008544921875,40.72050857543945,1.3,MN23,MN24
id_000850,train,1617,24,14,45,3,-74.00169372558594,40.7195930480957,-73.99158477783203,40.75016784667969,2.5,MN24,MN17
id_000851,test,NA,1,17,30,1,-73.99585723876953,40.73303985595703,-73.9786605834961,40.76259231567383,2.51,MN23,MN17
id_000852,valid,761,11,6,45,4,-73.95075988769531,40.77484130859375,-73.91277313232422,40.81452941894531,3.7,MN32,BX34
id_000853,train,559,3,22,27,3,-73.98832702636719,40.720130920410156,-74.00366973876953,40.73810958862305,1.91,MN27,MN23
id_000854,test,NA,14,11,35,7,-73.9720230102539,40.78660583496094,-73.97171783447266,40.757476806640625,2.8,MN12,MN19
id_000855,train,1893,31,16,20,3,-73.95916748046875,40.767520904541016,-73.98584747314453,40.75675582885742,2.6,MN31,MN17
id_000856,train,891,4,20,2,4,-73.94373321533203,40.77658462524414,-73.97869110107422,40.783382415771484,2.37,MN32,MN12
id_000857,train,1145,6,22,53,6,-73.98645782470703,40.75785446166992,-73.99088287353516,40.73638153076172,2.6,MN17,MN13
id_000858,valid,615,4,15,48,4,-73.981689453125,40.758060455322266,-73.99041748046875,40.76993179321289,1.3,MN17,MN15
id_000859,train,1580,23,7,3,2,-74.00102996826172,40.731536865234375,-74.012542724609375,40.646724700927734,9.9,MN23,BK32
id_000860,train,544,9,15,42,2,-74.01612854003906,40.71525192260742,-74.00653076171875,40.727630615234375,1.32,MN25,MN24
id_000861,train,545,7,12,7,7,-73.99652862548828,40.759979248046875,-73.99124908447266,40.749961853027344,1.02,MN13,MN17
id_000862,train,550,10,19,3,3,-73.9833984375,40.76640701293945,-73.98368072509766,40.77730178833008,1.09,MN15,MN14
id_000863,valid,519,10,10,25,3,-73.97361755371094,40.79189682006836,-73.95783996582031,40.80112838745117,1.4,MN12,MN11
id_000864,test,NA,8,6,23,1,-73.98400115966797,40.77970886230469,-73.98297119140625,40.68611145019531,7.88,MN14,BK38
id_000865,train,1043,12,16,33,5,-73.99385833740234,40.7310791015625,-73.98470306396484,40.74608612060547,1.6,MN23,MN17
id_000866,train,342,18,21,49,4,-74.01641845703125,40.705055236816406,-74.00978088378906,40.715641021728516,1.05,MN25,MN24
id_000867,test,NA,22,1,52,1,-73.987548828125,40.732810974121094,-73.9548568725586,40.77745056152344,3.75,MN22,MN32
id_000868,train,984,12,9,21,5,-73.9544906616211,40.78416061401367,-73.97444152832031,40.76249694824219,2.1,MN40,MN17
id_000869,valid,1206,6,16,44,6,-73.954437255859375,40.77907180786133,-73.97538757324219,40.76093673706055,1.95,MN40,MN17
id_000870,train,872,27,1,54,6,-73.9862060546875,40.76740646362305,-74.0115966796875,40.714881896972656,4.69,MN15,MN24
id_000871,test,NA,26,5,39,5,-73.9521713256836,40.777191162109375,-73.96353912353516,40.761451721191406,1.38,MN32,MN31
id_000872,test,NA,10,7,15,3,-73.990936279296875,40.765968322753906,-73.956787109375,40.76470947265625,2.43,MN15,MN31
id_000873,valid,408,30,23,52,2,-73.9809799194336,40.76026153564453,-73.993316650390625,40.765350341796875,1,MN17,MN15
id_000874,train,675,6,19,45,6,-73.9847183227539,40.728511810302734,-73.96343231201172,40.757469177246094,2.31,MN22,MN19
id_000875,train,856,22,22,46,1,-73.9945297241211,40.75022888183594,-73.9920883178711,40.72163772583008,3,MN17,MN27
id_000876,train,432,5,1,9,5,-73.9898681640625,40.715118408203125,-74.0050277709961,40.71931838989258,1.17,MN28,MN24
id_000877,train,948,30,19,23,2,-73.9442367553711,40.80726623535156,-73.98683166503906,40.76613998413086,4.37,MN11,MN15
id_000878,train,1058,26,10,47,5,-73.98302459716797,40.7817268371582,-73.9942626953125,40.74770736694336,3.04,MN12,MN17
id_000879,valid,550,16,19,44,2,-73.98341369628906,40.752994537353516,-73.99043273925781,40.761375427246094,1.2,MN17,MN15
id_000880,test,NA,13,19,38,6,-73.969482421875,40.76314163208008,-73.97190856933594,40.756168365478516,0.6,MN40,MN19
id_000881,train,604,25,18,32,4,-73.9768295288086,40.7852897644043,-73.95703887939453,40.770599365234375,1.9,MN12,MN31
id_000882,test,NA,13,19,55,6,-73.976898193359375,40.7585563659668,-73.97077941894531,40.75163650512695,0.7,MN17,MN19
id_000883,test,NA,24,23,21,3,-73.98445892333984,40.74247741699219,-73.97859954833984,40.74490737915039,0.4,MN21,MN20
id_000884,test,NA,5,7,47,5,-73.976104736328125,40.75191116333008,-73.98356628417969,40.7349853515625,1.4,MN19,MN21
id_000885,train,1589,5,23,58,5,-73.98871612548828,40.72216796875,-73.98789978027344,40.770626068115234,4.47,MN27,MN14
id_000886,valid,700,30,11,20,2,-73.99597930908203,40.732994079589844,-73.9925537109375,40.71890640258789,1.56,MN23,MN27
id_000887,test,NA,2,20,4,2,-73.9930191040039,40.72793960571289,-73.98170471191406,40.74076461791992,1.2,MN23,MN20
id_000888,valid,312,25,15,6,4,-73.980377197265625,40.76540756225586,-73.97889709472656,40.762332916259766,0.46,MN17,MN17
id_000889,train,1272,21,14,46,7,-73.98350524902344,40.744022369384766,-74.00050354003906,40.74260330200195,1.9,MN20,MN13
id_000890,train,276,19,10,26,5,-73.9798812866211,40.73905563354492,-73.98645782470703,40.73848342895508,0.4,MN20,MN21
id_000891,train,591,7,14,54,7,-73.99138641357422,40.731563568115234,-74.005462646484375,40.71913146972656,1.4,MN23,MN24
id_000892,train,209,20,22,49,6,-74.00865936279297,40.71987533569336,-74.00653839111328,40.73301315307617,0.9,MN24,MN23
id_000893,train,985,20,19,43,6,-73.95729064941406,40.76198959350586,-73.95729064941406,40.76198959350586,3.1,MN31,MN31
id_000894,train,1618,26,2,19,5,-73.99989318847656,40.73871994018555,-73.93737030029297,40.839210510253906,8.6,MN13,MN36
id_000895,train,1740,20,16,4,6,-73.9668197631836,40.772979736328125,-73.928558349609375,40.76026153564453,4.04,MN99,QN70
id_000896,train,440,12,23,13,5,-74.00389099121094,40.73281478881836,-74.01777648925781,40.70906066894531,2.1,MN23,MN25
id_000897,train,256,20,19,46,6,-73.97210693359375,40.76578140258789,-73.97977447509766,40.765438079833984,0.56,MN99,MN17
id_000898,train,1217,25,20,6,4,-73.9745864868164,40.7614860534668,-73.988555908203125,40.73713302612305,2.1,MN17,MN21
id_000899,train,781,20,21,20,6,-73.9828109741211,40.721160888671875,-73.99004364013672,40.732479095458984,1.31,MN28,MN22
id_000900,train,1071,6,21,35,6,-73.98255157470703,40.742591857910156,-73.86688995361328,40.72917938232422,7.3,MN21,QN18
id_000901,test,NA,23,20,41,2,-73.97969055175781,40.78396224975586,-73.96414947509766,40.79473114013672,1.3,MN12,MN12
id_000902,valid,281,28,22,45,7,-73.98831939697266,40.749908447265625,-73.99117279052734,40.756507873535156,0.6,MN17,MN15
id_000903,train,955,31,21,55,3,-73.96711730957031,40.76370620727539,-73.914703369140625,40.746238708496094,3.56,MN40,QN31
id_000904,train,204,25,15,21,4,-74.01722717285156,40.70697021484375,-74.00823211669922,40.70377731323242,1.1,MN25,MN25
id_000905,train,859,5,7,47,5,-74.0014419555664,40.75164794921875,-73.979095458984375,40.76408004760742,1.8,MN13,MN17
id_000906,train,1392,22,16,41,1,-73.98607635498047,40.72265625,-73.87095642089844,40.774024963378906,9.6,MN22,QN98
id_000907,test,NA,28,11,2,7,-73.9943618774414,40.72636413574219,-73.99220275878906,40.734615325927734,0.71,MN23,MN23
id_000908,train,410,8,9,20,1,-74.00043487548828,40.73740005493164,-73.97850799560547,40.75261688232422,1.9,MN23,MN17
id_000909,test,NA,27,7,50,6,-73.9499740600586,40.78398132324219,-73.94496154785156,40.8076286315918,2.12,MN32,MN11
id_000910,train,417,18,23,49,4,-73.99327850341797,40.741668701171875,-74.00389099121094,40.751678466796875,1.39,MN13,MN13
id_000911,test,NA,3,7,13,3,-73.9746322631836,40.752628326416016,-74.00910186767578,40.70391082763672,5.1,MN19,MN25
id_000912,valid,1375,29,14,41,1,-73.99263763427734,40.74921798706055,-74.00662994384766,40.70740509033203,4.2,MN17,MN25
id_000913,valid,567,17,21,56,3,-73.99070739746094,40.71834182739258,-74.00946807861328,40.7241325378418,1.7,MN27,MN24
id_000914,train,1045,20,11,58,6,-73.968017578125,40.80160903930664,-73.97968292236328,40.781349182128906,1.64,MN09,MN12
id_000915,train,1217,15,11,36,1,-73.953582763671875,40.766693115234375,-73.99553680419922,40.73353576660156,3.91,MN31,MN23
id_000916,train,1475,3,19,10,3,-73.975860595703125,40.75422286987305,-73.9877700805664,40.72279357910156,3.2,MN19,MN22
id_000917,train,1064,22,13,46,1,-73.9757308959961,40.74878692626953,-73.99945831298828,40.72100830078125,2.93,MN20,MN24
id_000918,test,NA,11,0,48,4,-73.97444152832031,40.759761810302734,-73.96302795410156,40.76274871826172,0.91,MN17,MN31
id_000919,valid,311,5,22,17,5,-73.98014068603516,40.780853271484375,-73.97907257080078,40.79097366333008,1.01,MN12,MN12
id_000920,test,NA,21,1,7,7,-73.936859130859375,40.81399154663086,-73.94293212890625,40.79669189453125,1.51,MN03,MN34
id_000921,train,541,4,9,54,4,-73.975677490234375,40.752159118652344,-73.976226806640625,40.7451171875,0.7,MN19,MN20
id_000922,test,NA,18,18,23,4,-74.00293731689453,40.7446403503418,-74.005218505859375,40.729061126708984,1.35,MN13,MN23
id_000923,test,NA,7,9,17,7,-73.96165466308594,40.76437759399414,-73.971099853515625,40.764556884765625,0.6,MN31,MN40
id_000924,train,572,31,14,16,3,-73.98802947998047,40.749542236328125,-73.98738861083984,40.75938415527344,0.9,MN17,MN17
id_000925,test,NA,3,19,29,3,-73.988494873046875,40.76401138305664,-73.99639129638672,40.7418098449707,1.96,MN15,MN13
id_000926,valid,568,17,22,8,3,-73.99243927001953,40.724002838134766,-74.00492858886719,40.709991455078125,1.8,MN27,MN25
id_000927,valid,656,17,7,35,3,-73.98677825927734,40.73412322998047,-73.9913330078125,40.74905014038086,1.5,MN21,MN17
id_000928,test,NA,15,18,20,1,-73.99149322509766,40.73558807373047,-73.99742889404297,40.726104736328125,1,MN13,MN23
id_000929,train,486,22,15,57,1,-73.967193603515625,40.772377014160156,-73.97944641113281,40.76668930053711,1,MN99,MN17
id_000930,test,NA,11,15,20,4,-73.96659851074219,40.79435729980469,-73.97190856933594,40.79460144042969,0.3,MN12,MN12
id_000931,test,NA,3,0,32,3,-74.00579071044922,40.74026870727539,-73.902069091796875,40.721378326416016,7.2,MN23,QN30
id_000932,test,NA,29,17,2,1,-73.951171875,40.77040100097656,-73.9716567993164,40.78627014160156,2.46,MN31,MN12
id_000933,train,1717,12,12,37,5,-73.95311737060547,40.77620315551758,-73.97837829589844,40.751617431640625,2.49,MN32,MN20
id_000934,train,992,13,6,46,6,-73.978057861328125,40.7520866394043,-74.0103988647461,40.72014617919922,3.4,MN20,MN24
id_000935,valid,646,6,8,37,6,-73.991119384765625,40.750301361083984,-73.9782485961914,40.73740768432617,1.5,MN17,MN21
id_000936,valid,954,26,19,45,5,-73.96124267578125,40.7650032043457,-73.98967742919922,40.74150085449219,2.65,MN31,MN13
id_000937,test,NA,5,18,56,5,-73.98831939697266,40.71992111206055,-73.98976135253906,40.73393630981445,1.25,MN27,MN22
id_000938,test,NA,6,20,0,6,-73.98005676269531,40.775630950927734,-73.98615264892578,40.777610778808594,0.64,MN14,MN14
