obs_id,train_id,class
id_003918,train,1
id_001097,train,0
id_001967,train,0
id_001094,valid,0
id_003957,train,1
id_003554,valid,1
id_003292,train,1
id_002710,test,NA
id_002250,test,NA
id_000594,valid,0
id_003602,train,1
id_000410,test,NA
id_002878,train,1
id_000327,train,0
id_002724,valid,1
id_002591,train,1
id_001080,test,NA
id_000978,train,0
id_003480,test,NA
id_000063,train,0
id_001703,train,0
id_002264,valid,1
id_001628,train,0
id_000498,train,0
id_000649,valid,0
id_000358,train,0
id_001451,train,0
id_000116,train,0
id_000761,train,0
id_003745,test,NA
id_001422,train,0
id_000399,valid,0
id_001453,train,0
id_001792,train,0
id_001624,valid,0
id_001339,valid,0
id_001491,train,0
id_000852,train,0
id_003364,valid,1
id_002201,train,1
id_002379,valid,1
id_001465,test,NA
id_003428,train,1
id_002571,train,1
id_002765,test,NA
id_000220,test,NA
id_003579,valid,1
id_000231,train,0
id_003397,train,1
id_001142,train,0
id_001041,train,0
id_002256,train,1
id_001667,train,0
id_000323,train,0
id_001354,valid,0
id_003513,train,1
id_001025,test,NA
id_001736,train,0
id_001015,test,NA
id_003190,test,NA
id_000998,train,0
id_001443,train,0
id_002993,train,1
id_000780,test,NA
id_001825,test,NA
id_002889,valid,1
id_000076,train,0
id_002331,train,1
id_002795,test,NA
id_001520,test,NA
id_003895,test,NA
id_002682,train,1
id_003970,test,NA
id_002123,train,1
id_003570,test,NA
id_000841,train,0
id_001711,train,0
id_003483,train,1
id_000691,train,0
id_002407,train,1
id_002266,train,1
id_003263,train,1
id_001220,test,NA
id_003383,train,1
id_003876,train,1
id_001564,valid,0
id_001902,train,0
id_003094,valid,1
id_003795,test,NA
id_002231,train,1
id_003812,train,1
id_000388,train,0
id_003146,train,1
id_000993,train,0
id_002978,train,1
id_002246,train,1
id_002064,valid,1
id_003161,train,1
id_000346,train,0
id_002858,train,1
id_000033,train,0
id_002558,train,1
id_002697,train,1
id_003614,valid,1
id_000078,train,0
id_002456,train,1
id_000235,test,NA
id_001506,train,0
id_001586,train,0
id_001292,train,0
id_000727,train,0
id_000579,valid,0
id_003077,train,1
id_003805,test,NA
id_002419,valid,1
id_002234,valid,1
id_003767,train,1
id_002040,test,NA
id_003825,test,NA
id_000344,valid,0
id_003903,train,1
id_001511,train,0
id_000097,train,0
id_002322,train,1
id_000447,train,0
id_001555,test,NA
id_002779,valid,1
id_003285,test,NA
id_001843,train,0
id_001254,valid,0
id_000639,valid,0
id_003577,train,1
id_000865,test,NA
id_003319,valid,1
id_002549,valid,1
id_003691,train,1
id_003803,train,1
id_003596,train,1
id_002273,train,1
id_000243,train,0
id_001661,train,0
id_002092,train,1
id_000432,train,0
id_001005,test,NA
id_000049,valid,0
id_003479,valid,1
id_002748,train,1
id_000895,test,NA
id_001293,train,0
id_002141,train,1
id_001980,test,NA
id_001388,train,0
id_002604,valid,1
id_003968,train,1
id_000352,train,0
id_001368,train,0
id_000741,train,0
id_000650,test,NA
id_003592,train,1
id_000124,valid,0
id_000737,train,0
id_001430,test,NA
id_000875,test,NA
id_000251,train,0
id_002382,train,1
id_002077,train,1
id_000284,valid,0
id_002867,train,1
id_003137,train,1
id_002408,train,1
id_002027,train,1
id_000281,train,0
id_001404,valid,0
id_003310,test,NA
id_000389,valid,0
id_001815,test,NA
id_000090,test,NA
id_001999,valid,0
id_002632,train,1
id_000967,train,0
id_003672,train,1
id_002922,train,1
id_003798,train,1
id_003204,valid,1
id_001395,test,NA
id_003315,test,NA
id_002869,valid,1
id_001102,train,0
id_000300,test,NA
id_003343,train,1
id_002840,test,NA
id_002830,test,NA
id_002261,train,1
id_000533,train,0
id_000900,test,NA
id_002115,test,NA
id_003669,valid,1
id_001676,train,0
id_000214,valid,0
id_001664,valid,0
id_003898,train,1
id_003443,train,1
id_000273,train,0
id_001734,valid,0
id_001186,train,0
id_003633,train,1
id_003082,train,1
id_001513,train,0
id_003089,valid,1
id_003709,valid,1
id_003266,train,1
id_001837,train,0
id_002021,train,1
id_003213,train,1
id_001229,valid,0
id_002989,valid,1
id_002357,train,1
id_001295,test,NA
id_003794,valid,1
id_002734,valid,1
id_001135,test,NA
id_000876,train,0
id_000643,train,0
id_000345,test,NA
id_002502,train,1
id_001426,train,0
id_003612,train,1
id_000128,train,0
id_000334,valid,0
id_002082,train,1
id_000827,train,0
id_002859,valid,1
id_002012,train,1
id_003308,train,1
id_002562,train,1
id_003817,train,1
id_001139,valid,0
id_003847,train,1
id_001075,test,NA
id_000411,train,0
id_002824,valid,1
id_002299,valid,1
id_002153,train,1
id_000717,train,0
id_000490,test,NA
id_002298,train,1
id_003881,train,1
id_001536,train,0
id_000259,valid,0
id_000733,train,0
id_003860,test,NA
id_002453,train,1
id_002041,train,1
id_002569,valid,1
id_003250,test,NA
id_000268,train,0
id_002297,train,1
id_000258,train,0
id_002619,valid,1
id_002836,train,1
id_000767,train,0
id_001893,train,0
id_003948,train,1
id_002002,train,1
id_001379,valid,0
id_002428,train,1
id_002942,train,1
id_000586,train,0
id_001873,train,0
id_002781,train,1
id_003132,train,1
id_001694,valid,0
id_003718,train,1
id_001761,train,0
id_000506,train,0
id_002672,train,1
id_002501,train,1
id_000861,train,0
id_000305,test,NA
id_001802,train,0
id_000084,valid,0
id_000263,train,0
id_002035,test,NA
id_003982,train,1
id_002101,train,1
id_003958,train,1
id_001108,train,0
id_003646,train,1
id_002628,train,1
id_000651,train,0
id_003503,train,1
id_000682,train,0
id_003218,train,1
id_000009,valid,0
id_000412,train,0
id_003605,test,NA
id_003946,train,1
id_001591,train,0
id_001717,train,0
id_001771,train,0
id_000517,train,0
id_001022,train,0
id_001545,test,NA
id_002108,train,1
id_003345,test,NA
id_001514,valid,0
id_002658,train,1
id_000036,train,0
id_002948,train,1
id_002915,test,NA
id_000188,train,0
id_003908,train,1
id_002701,train,1
id_001581,train,0
id_001783,train,0
id_001981,train,0
id_001928,train,0
id_003578,train,1
id_001265,test,NA
id_002912,train,1
id_000519,valid,0
id_001296,train,0
id_001283,train,0
id_002714,valid,1
id_003991,train,1
id_000839,valid,0
id_003700,test,NA
id_002060,test,NA
id_000010,test,NA
id_001352,train,0
id_003937,train,1
id_000618,train,0
id_001679,valid,0
id_002030,test,NA
id_001907,train,0
id_001070,test,NA
id_000211,train,0
id_003290,test,NA
id_003007,train,1
id_002882,train,1
id_003031,train,1
id_002567,train,1
id_003776,train,1
id_001653,train,0
id_001756,train,0
id_003360,test,NA
id_003897,train,1
id_000123,train,0
id_003744,valid,1
id_000082,train,0
id_001412,train,0
id_001599,valid,0
id_000629,valid,0
id_000987,train,0
id_000351,train,0
id_003514,valid,1
id_000975,test,NA
id_003330,test,NA
id_003939,valid,1
id_003781,train,1
id_000539,valid,0
id_001614,valid,0
id_000582,train,0
id_000521,train,0
id_002843,train,1
id_000065,test,NA
id_003186,train,1
id_001400,test,NA
id_003449,valid,1
id_001261,train,0
id_001858,train,0
id_000929,valid,0
id_000117,train,0
id_003184,valid,1
id_003000,test,NA
id_001340,test,NA
id_000600,test,NA
id_003421,train,1
id_000856,train,0
id_003205,test,NA
id_003541,train,1
id_003771,train,1
id_000871,train,0
id_001361,train,0
id_000326,train,0
id_003708,train,1
id_001526,train,0
id_002147,train,1
id_003431,train,1
id_002741,train,1
id_003674,valid,1
id_001177,train,0
id_000587,train,0
id_003201,train,1
id_000019,valid,0
id_002205,test,NA
id_000148,train,0
id_002122,train,1
id_002902,train,1
id_002455,test,NA
id_000621,train,0
id_001672,train,0
id_000316,train,0
id_002758,train,1
id_002816,train,1
id_000152,train,0
id_003620,test,NA
id_003083,train,1
id_002318,train,1
id_001409,valid,0
id_000134,valid,0
id_001559,valid,0
id_001638,train,0
id_000425,test,NA
id_002525,test,NA
id_001897,train,0
id_001860,test,NA
id_003160,test,NA
id_001814,valid,0
id_002829,valid,1
id_000695,test,NA
id_003436,train,1
id_002336,train,1
id_003391,train,1
id_001483,train,0
id_001474,valid,0
id_003885,test,NA
id_000813,train,0
id_001969,valid,0
id_001516,train,0
id_002778,train,1
id_002994,valid,1
id_003404,valid,1
id_003312,train,1
id_001260,test,NA
id_001198,train,0
id_003091,train,1
id_002917,train,1
id_003661,train,1
id_002512,train,1
id_001130,test,NA
id_000989,valid,0
id_000577,train,0
id_001031,train,0
id_001116,train,0
id_000973,train,0
id_000114,valid,0
id_003369,valid,1
id_003458,train,1
id_003915,test,NA
id_002875,test,NA
id_001899,valid,0
id_001375,test,NA
id_002461,train,1
id_000333,train,0
id_000497,train,0
id_000320,test,NA
id_002708,train,1
id_001691,train,0
id_002947,train,1
id_001413,train,0
id_003631,train,1
id_003678,train,1
id_002997,train,1
id_002538,train,1
id_000286,train,0
id_002215,test,NA
id_003814,valid,1
id_001504,valid,0
id_000448,train,0
id_002844,valid,1
id_001796,train,0
id_002515,test,NA
id_003243,train,1
id_003740,test,NA
id_003414,valid,1
id_000495,test,NA
id_002536,train,1
id_003338,train,1
id_003998,train,1
id_001500,test,NA
id_003265,test,NA
id_000573,train,0
id_001611,train,0
id_002449,valid,1
id_001434,valid,0
id_000666,train,0
id_000515,test,NA
id_000851,train,0
id_000355,test,NA
id_000207,train,0
id_000440,test,NA
id_002598,train,1
id_002213,train,1
id_001780,test,NA
id_000945,test,NA
id_001461,train,0
id_001072,train,0
id_000131,train,0
id_003459,valid,1
id_002020,test,NA
id_000726,train,0
id_002424,valid,1
id_000972,train,0
id_002521,train,1
id_001153,train,0
id_000512,train,0
id_002713,train,1
id_002280,test,NA
id_000380,test,NA
id_002647,train,1
id_003318,train,1
id_003409,valid,1
id_000944,valid,0
id_000864,valid,0
id_000624,valid,0
id_000401,train,0
id_000003,train,0
id_001227,train,0
id_002703,train,1
id_001058,train,0
id_003893,train,1
id_001234,valid,0
id_001492,train,0
id_001575,test,NA
id_002524,valid,1
id_000991,train,0
id_001243,train,0
id_000092,train,0
id_000064,valid,0
id_000413,train,0
id_001427,train,0
id_003245,test,NA
id_000419,valid,0
id_003828,train,1
id_001654,valid,0
id_000500,test,NA
id_000661,train,0
id_002630,test,NA
id_001308,train,0
id_000753,train,0
id_002087,train,1
id_000140,test,NA
id_000085,test,NA
id_003629,valid,1
id_003252,train,1
id_000229,valid,0
id_002883,train,1
id_001787,train,0
id_002694,valid,1
id_001347,train,0
id_000819,valid,0
id_003686,train,1
id_001496,train,0
id_002186,train,1
id_003040,test,NA
id_001632,train,0
id_000422,train,0
id_001772,train,0
id_000332,train,0
id_001165,test,NA
id_001232,train,0
id_000173,train,0
id_001408,train,0
id_000928,train,0
id_000357,train,0
id_001045,test,NA
id_003117,train,1
id_001939,valid,0
id_002668,train,1
id_003275,test,NA
id_000115,test,NA
id_002756,train,1
id_002754,valid,1
id_002241,train,1
id_001266,train,0
id_003799,valid,1
id_003016,train,1
id_000829,valid,0
id_001091,train,0
id_002685,test,NA
id_001561,train,0
id_001747,train,0
id_003395,test,NA
id_002835,test,NA
id_002770,test,NA
id_001728,train,0
id_001065,test,NA
id_001449,valid,0
id_001985,test,NA
id_000803,train,0
id_000180,test,NA
id_001129,valid,0
id_000525,test,NA
id_000504,valid,0
id_000580,test,NA
id_002712,train,1
id_000816,train,0
id_000784,valid,0
id_001047,train,0
id_002255,test,NA
id_003956,train,1
id_002484,valid,1
id_000028,train,0
id_002120,test,NA
id_001579,valid,0
id_000039,valid,0
id_003979,valid,1
id_002427,train,1
id_001471,train,0
id_001831,train,0
id_002152,train,1
id_003713,train,1
id_003900,test,NA
id_000233,train,0
id_000921,train,0
id_002664,valid,1
id_003540,test,NA
id_001848,train,0
id_002985,test,NA
id_003807,train,1
id_002393,train,1
id_002601,train,1
id_000879,valid,0
id_003167,train,1
id_000832,train,0
id_003097,train,1
id_002888,train,1
id_002312,train,1
id_000545,test,NA
id_001083,train,0
id_000193,train,0
id_001945,test,NA
id_003079,valid,1
id_003765,test,NA
id_001473,train,0
id_000087,train,0
id_000415,test,NA
id_001360,test,NA
id_001448,train,0
id_003402,train,1
id_000227,train,0
id_002975,test,NA
id_002972,train,1
id_001357,train,0
id_000794,valid,0
id_002906,train,1
id_001538,train,0
id_002001,train,1
id_001505,test,NA
id_003755,test,NA
id_000466,train,0
id_000206,train,0
id_002482,train,1
id_001411,train,0
id_002681,train,1
id_002018,train,1
id_001338,train,0
id_002689,valid,1
id_000223,train,0
id_001776,train,0
id_000013,train,0
id_000562,train,0
id_001699,valid,0
id_002179,valid,1
id_002193,train,1
id_001995,test,NA
id_000663,train,0
id_003270,test,NA
id_003884,valid,1
id_001217,train,0
id_002452,train,1
id_002967,train,1
id_000810,test,NA
id_001501,train,0
id_003543,train,1
id_002206,train,1
id_003078,train,1
id_003284,valid,1
id_002028,train,1
id_003693,train,1
id_002311,train,1
id_001509,valid,0
id_003761,train,1
id_003223,train,1
id_000862,train,0
id_000378,train,0
id_001724,valid,0
id_000265,test,NA
id_003872,train,1
id_000530,test,NA
id_002140,test,NA
id_000043,train,0
id_000786,train,0
id_000923,train,0
id_003681,train,1
id_003841,train,1
id_002353,train,1
id_003350,test,NA
id_003195,test,NA
id_000752,train,0
id_002481,train,1
id_002526,train,1
id_002496,train,1
id_001552,train,0
id_003782,train,1
id_001997,train,0
id_003896,train,1
id_003969,valid,1
id_002045,test,NA
id_003630,test,NA
id_003076,train,1
id_001213,train,0
id_000800,test,NA
id_002363,train,1
id_002705,test,NA
id_003902,train,1
id_003456,train,1
id_001921,train,0
id_001028,train,0
id_002138,train,1
id_002762,train,1
id_003484,valid,1
id_000957,train,0
id_001482,train,0
id_000491,train,0
id_002692,train,1
id_000912,train,0
id_003287,train,1
id_000837,train,0
id_002952,train,1
id_001510,test,NA
id_001452,train,0
id_003663,train,1
id_003989,valid,1
id_003009,valid,1
id_000507,train,0
id_003467,train,1
id_000107,train,0
id_002211,train,1
id_002459,valid,1
id_001050,test,NA
id_002981,train,1
id_000169,valid,0
id_003750,test,NA
id_002495,test,NA
id_000139,valid,0
id_003320,test,NA
id_002151,train,1
id_000256,train,0
id_001428,train,0
id_001001,train,0
id_002442,train,1
id_000364,valid,0
id_002364,valid,1
id_000622,train,0
id_002551,train,1
id_002423,train,1
id_003046,train,1
id_003122,train,1
id_000237,train,0
id_000775,test,NA
id_001322,train,0
id_003017,train,1
id_003495,test,NA
id_001885,test,NA
id_002957,train,1
id_003838,train,1
id_001166,train,0
id_002817,train,1
id_003493,train,1
id_003921,train,1
id_002986,train,1
id_002951,train,1
id_002178,train,1
id_001960,test,NA
id_003689,valid,1
id_003301,train,1
id_000287,train,0
id_002862,train,1
id_003769,valid,1
id_003851,train,1
id_001684,valid,0
id_000317,train,0
id_000867,train,0
id_001117,train,0
id_001016,train,0
id_001256,train,0
id_002226,train,1
id_000492,train,0
id_003415,test,NA
id_003525,test,NA
id_000482,train,0
id_003587,train,1
id_002500,test,NA
id_003871,train,1
id_000735,test,NA
id_001974,valid,0
id_003300,test,NA
id_003942,train,1
id_001739,valid,0
id_001970,test,NA
id_003716,train,1
id_001675,test,NA
id_003295,test,NA
id_002024,valid,1
id_003622,train,1
id_000843,train,0
id_003169,valid,1
id_001099,valid,0
id_000171,train,0
id_002636,train,1
id_001469,valid,0
id_002163,train,1
id_002706,train,1
id_000339,valid,0
id_003889,valid,1
id_002575,test,NA
id_001746,train,0
id_002352,train,1
id_000669,valid,0
id_000671,train,0
id_000349,valid,0
id_003899,valid,1
id_003949,valid,1
id_002621,train,1
id_003773,train,1
id_003887,train,1
id_000985,test,NA
id_001619,valid,0
id_000436,train,0
id_003758,train,1
id_000736,train,0
id_002763,train,1
id_000464,valid,0
id_003809,valid,1
id_002005,test,NA
id_000232,train,0
id_003189,valid,1
id_003990,test,NA
id_001721,train,0
id_001861,train,0
id_000630,test,NA
id_003140,test,NA
id_001673,train,0
id_001076,train,0
id_002807,train,1
id_000540,test,NA
id_002709,valid,1
id_003819,valid,1
id_000526,train,0
id_003005,test,NA
id_000475,test,NA
id_000722,train,0
id_003586,train,1
id_003670,test,NA
id_000889,valid,0
id_003131,train,1
id_002868,train,1
id_001919,valid,0
id_000238,train,0
id_001444,valid,0
id_001105,test,NA
id_003653,train,1
id_003844,valid,1
id_000683,train,0
id_003411,train,1
id_001303,train,0
id_000166,train,0
id_002337,train,1
id_003779,valid,1
id_003780,test,NA
id_002650,test,NA
id_003877,train,1
id_002901,train,1
id_000038,train,0
id_001027,train,0
id_000392,train,0
id_003278,train,1
id_000935,test,NA
id_001330,test,NA
id_001447,train,0
id_000439,valid,0
id_000342,train,0
id_001924,valid,0
id_000988,train,0
id_000528,train,0
id_002849,valid,1
id_003162,train,1
id_003012,train,1
id_001719,valid,0
id_000155,test,NA
id_001168,train,0
id_001993,train,0
id_003128,train,1
id_003654,valid,1
id_001543,train,0
id_000343,train,0
id_003384,valid,1
id_002378,train,1
id_001269,valid,0
id_002806,train,1
id_003498,train,1
id_002159,valid,1
id_001642,train,0
id_002657,train,1
id_001298,train,0
id_001609,valid,0
id_003056,train,1
id_001877,train,0
id_001039,valid,0
id_002158,train,1
id_003226,train,1
id_001052,train,0
id_000151,train,0
id_003534,valid,1
id_000321,train,0
id_003047,train,1
id_001618,train,0
id_002282,train,1
id_000578,train,0
id_000203,train,0
id_000952,train,0
id_003638,train,1
id_003984,valid,1
id_000143,train,0
id_001121,train,0
id_002887,train,1
id_003298,train,1
id_003043,train,1
id_002160,test,NA
id_001156,train,0
id_002283,train,1
id_003504,valid,1
id_000617,train,0
id_002086,train,1
id_000905,test,NA
id_003451,train,1
id_001179,valid,0
id_002418,train,1
id_002557,train,1
id_001090,test,NA
id_000777,train,0
id_000250,test,NA
id_002546,train,1
id_000627,train,0
id_003598,train,1
id_000110,test,NA
id_003052,train,1
id_003976,train,1
id_000574,valid,0
id_002295,test,NA
id_001706,train,0
id_000614,valid,0
id_002537,train,1
id_002243,train,1
id_002074,valid,1
id_002531,train,1
id_001112,train,0
id_003835,test,NA
id_000165,test,NA
id_002808,train,1
id_002543,train,1
id_000120,test,NA
id_002540,test,NA
id_003407,train,1
id_000217,train,0
id_002545,test,NA
id_002048,train,1
id_000331,train,0
id_000674,valid,0
id_001248,train,0
id_001733,train,0
id_003652,train,1
id_000182,train,0
id_001580,test,NA
id_002367,train,1
id_003382,train,1
id_002716,train,1
id_000393,train,0
id_001067,train,0
id_000906,train,0
id_001183,train,0
id_001276,train,0
id_001643,train,0
id_003408,train,1
id_002317,train,1
id_002345,test,NA
id_003891,train,1
id_001300,test,NA
id_003762,train,1
id_003041,train,1
id_000391,train,0
id_003057,train,1
id_001964,valid,0
id_002444,valid,1
id_000205,test,NA
id_001551,train,0
id_001321,train,0
id_002259,valid,1
id_002684,valid,1
id_002742,train,1
id_001348,train,0
id_001790,test,NA
id_003967,train,1
id_001933,train,0
id_003491,train,1
id_001666,train,0
id_000094,valid,0
id_003558,train,1
id_003603,train,1
id_000915,test,NA
id_002932,train,1
id_001896,train,0
id_003924,valid,1
id_000960,test,NA
id_002486,train,1
id_003081,train,1
id_000420,test,NA
id_003172,train,1
id_000855,test,NA
id_003013,train,1
id_000470,test,NA
id_000932,train,0
id_000353,train,0
id_003867,train,1
id_003215,test,NA
id_000493,train,0
id_001722,train,0
id_000516,train,0
id_001365,test,NA
id_000894,valid,0
id_002292,train,1
id_001518,train,0
id_003212,train,1
id_001484,valid,0
id_003511,train,1
id_003613,train,1
id_000583,train,0
id_002429,valid,1
id_001766,train,0
id_003826,train,1
id_003785,test,NA
id_002944,valid,1
id_001582,train,0
id_001670,test,NA
id_003207,train,1
id_003090,test,NA
id_003645,test,NA
id_003953,train,1
id_003951,train,1
id_002269,valid,1
id_001175,test,NA
id_002447,train,1
id_001639,valid,0
id_000946,train,0
id_000770,test,NA
id_002430,test,NA
id_002362,train,1
id_002251,train,1
id_003430,test,NA
id_003846,train,1
id_001131,train,0
id_000710,test,NA
id_003288,train,1
id_002629,valid,1
id_003112,train,1
id_002161,train,1
id_000602,train,0
id_001910,test,NA
id_001459,valid,0
id_000073,train,0
id_001282,train,0
id_001014,valid,0
id_002772,train,1
id_001863,train,0
id_003930,test,NA
id_000684,valid,0
id_003510,test,NA
id_001273,train,0
id_001716,train,0
id_002943,train,1
id_002517,train,1
id_000680,test,NA
id_000309,valid,0
id_000459,valid,0
id_001454,valid,0
id_003354,valid,1
id_001390,test,NA
id_001333,train,0
id_003735,test,NA
id_001909,valid,0
id_001376,train,0
id_002587,train,1
id_003527,train,1
id_003980,test,NA
id_000213,train,0
id_000909,valid,0
id_002457,train,1
id_002733,train,1
id_000739,valid,0
id_000760,test,NA
id_003461,train,1
id_000598,train,0
id_000262,train,0
id_002075,test,NA
id_001793,train,0
id_000248,train,0
id_000371,train,0
id_001547,train,0
id_003388,train,1
id_000745,test,NA
id_003913,train,1
id_002516,train,1
id_003375,test,NA
id_001990,test,NA
id_002248,train,1
id_002169,valid,1
id_003910,test,NA
id_000046,train,0
id_003843,train,1
id_003381,train,1
id_003911,train,1
id_000502,train,0
id_003236,train,1
id_002777,train,1
id_000576,train,0
id_003800,test,NA
id_001110,test,NA
id_001489,valid,0
id_001136,train,0
id_001880,test,NA
id_002227,train,1
id_002472,train,1
id_000774,valid,0
id_003486,train,1
id_002787,train,1
id_001107,train,0
id_001126,train,0
id_002071,train,1
id_000280,test,NA
id_003810,test,NA
id_003892,train,1
id_002034,valid,1
id_000218,train,0
id_003973,train,1
id_003059,valid,1
id_000927,train,0
id_000693,train,0
id_002274,valid,1
id_003712,train,1
id_002368,train,1
id_003641,train,1
id_002926,train,1
id_002593,train,1
id_002355,test,NA
id_001696,train,0
id_002277,train,1
id_001173,train,0
id_001042,train,0
id_000153,train,0
id_000024,valid,0
id_003239,valid,1
id_002443,train,1
id_002031,train,1
id_000292,train,0
id_002648,train,1
id_002691,train,1
id_003647,train,1
id_003774,valid,1
id_000779,valid,0
id_000673,train,0
id_001009,valid,0
id_002996,train,1
id_003959,valid,1
id_000758,train,0
id_001317,train,0
id_003370,test,NA
id_001784,valid,0
id_001259,valid,0
id_000689,valid,0
id_002874,valid,1
id_002679,valid,1
id_002059,valid,1
id_003063,train,1
id_000888,train,0
id_001677,train,0
id_001832,train,0
id_000838,train,0
id_003255,test,NA
id_001705,test,NA
id_003221,train,1
id_002884,valid,1
id_001867,train,0
id_000702,train,0
id_000616,train,0
id_000939,valid,0
id_000824,valid,0
id_003244,valid,1
id_002185,test,NA
id_001197,train,0
id_000605,test,NA
id_003659,valid,1
id_002117,train,1
id_003664,valid,1
id_001190,test,NA
id_000571,train,0
id_000111,train,0
id_003454,valid,1
id_002547,train,1
id_001264,valid,0
id_001397,train,0
id_002346,train,1
id_000290,test,NA
id_000302,train,0
id_002411,train,1
id_000161,train,0
id_001071,train,0
id_000026,train,0
id_003581,train,1
id_001362,train,0
id_001502,train,0
id_000429,valid,0
id_003852,train,1
id_002905,test,NA
id_000156,train,0
id_003164,valid,1
id_003234,valid,1
id_000054,valid,0
id_001773,train,0
id_001698,train,0
id_001250,test,NA
id_003936,train,1
id_003607,train,1
id_003304,valid,1
id_001161,train,0
id_003151,train,1
id_001901,train,0
id_002631,train,1
id_000634,valid,0
id_001174,valid,0
id_001961,train,0
id_000451,train,0
id_003020,test,NA
id_003394,valid,1
id_000513,train,0
id_003608,train,1
id_003992,train,1
id_002327,train,1
id_000264,valid,0
id_001884,valid,0
id_001241,train,0
id_001600,test,NA
id_001163,train,0
id_001588,train,0
id_003618,train,1
id_002142,train,1
id_000249,valid,0
id_002715,test,NA
id_002695,test,NA
id_001209,valid,0
id_002670,test,NA
id_002893,train,1
id_000626,train,0
id_000200,test,NA
id_003682,train,1
id_003159,valid,1
id_003170,test,NA
id_000252,train,0
id_003806,train,1
id_003727,train,1
id_001826,train,0
id_003157,train,1
id_000489,valid,0
id_002016,train,1
id_002125,test,NA
id_002095,test,NA
id_002812,train,1
id_001237,train,0
id_002377,train,1
id_002000,test,NA
id_000480,test,NA
id_001208,train,0
id_002254,valid,1
id_001762,train,0
id_003996,train,1
id_002690,test,NA
id_003870,test,NA
id_003111,train,1
id_001345,test,NA
id_002938,train,1
id_003796,train,1
id_000835,test,NA
id_000951,train,0
id_002349,valid,1
id_000949,valid,0
id_002217,train,1
id_000690,test,NA
id_000699,valid,0
id_002307,train,1
id_000295,test,NA
id_001433,train,0
id_003342,train,1
id_002219,valid,1
id_000037,train,0
id_000137,train,0
id_000886,train,0
id_001777,train,0
id_003553,train,1
id_001332,train,0
id_001201,train,0
id_001695,test,NA
id_002137,train,1
id_002727,train,1
id_001932,train,0
id_002436,train,1
id_001872,train,0
id_000053,train,0
id_000434,valid,0
id_001803,train,0
id_003522,train,1
id_000814,valid,0
id_000465,test,NA
id_002409,valid,1
id_001184,valid,0
id_002326,train,1
id_000234,valid,0
id_003468,train,1
id_001406,train,0
id_001687,train,0
id_002635,test,NA
id_001281,train,0
id_003030,test,NA
id_003055,test,NA
id_000950,test,NA
id_002067,train,1
id_002780,test,NA
id_003720,test,NA
id_002222,train,1
id_002370,test,NA
id_003027,train,1
id_003582,train,1
id_001870,test,NA
id_002655,test,NA
id_001144,valid,0
id_003262,train,1
id_003815,test,NA
id_002404,valid,1
id_000441,train,0
id_001512,train,0
id_000585,test,NA
id_001948,train,0
id_002321,train,1
id_003332,train,1
id_000004,valid,0
id_001010,test,NA
id_002865,test,NA
id_003104,valid,1
id_001812,train,0
id_003037,train,1
id_002613,train,1
id_001038,train,0
id_001077,train,0
id_002483,train,1
id_001380,test,NA
id_003637,train,1
id_002476,train,1
id_001566,train,0
id_002463,train,1
id_003557,train,1
id_000435,test,NA
id_002750,test,NA
id_003551,train,1
id_003741,train,1
id_002971,train,1
id_002740,test,NA
id_001931,train,0
id_000589,valid,0
id_003337,train,1
id_002831,train,1
id_001804,valid,0
id_002511,train,1
id_001962,train,0
id_000454,valid,0
id_000191,train,0
id_002730,test,NA
id_003532,train,1
id_000163,train,0
id_001104,valid,0
id_002182,train,1
id_002717,train,1
id_003926,train,1
id_001683,train,0
id_003569,valid,1
id_000476,train,0
id_002666,train,1
id_001601,train,0
id_000603,train,0
id_001868,train,0
id_002229,valid,1
id_000570,test,NA
id_001288,train,0
id_000994,valid,0
id_002848,train,1
id_000100,test,NA
id_000312,train,0
id_001032,train,0
id_000414,valid,0
id_001886,train,0
id_000257,train,0
id_003845,test,NA
id_002245,test,NA
id_002328,train,1
id_001092,train,0
id_001562,train,0
id_003965,test,NA
id_003492,train,1
id_002721,train,1
id_003158,train,1
id_000959,valid,0
id_002093,train,1
id_000724,valid,0
id_001306,train,0
id_001271,train,0
id_003142,train,1
id_003323,train,1
id_003294,valid,1
id_000081,train,0
id_001364,valid,0
id_002399,valid,1
id_001844,valid,0
id_001972,train,0
id_001806,train,0
id_003359,valid,1
id_002184,valid,1
id_001633,train,0
id_003377,train,1
id_000744,valid,0
id_003080,test,NA
id_002783,train,1
id_001417,train,0
id_001382,train,0
id_002527,train,1
id_001055,test,NA
id_001494,valid,0
id_003494,valid,1
id_000277,train,0
id_000091,train,0
id_001341,train,0
id_001498,train,0
id_001883,train,0
id_002488,train,1
id_003096,train,1
id_003126,train,1
id_002004,valid,1
id_000965,test,NA
id_000199,valid,0
id_001006,train,0
id_000635,test,NA
id_003757,train,1
id_000197,train,0
id_000437,train,0
id_000099,valid,0
id_000335,test,NA
id_002380,test,NA
id_001063,train,0
id_002739,valid,1
id_000636,train,0
id_000022,train,0
id_002934,valid,1
id_000701,train,0
id_000801,train,0
id_000782,train,0
id_003529,valid,1
id_002683,train,1
id_003738,train,1
id_002166,train,1
id_000916,train,0
id_000793,train,0
id_002856,train,1
id_002815,test,NA
id_002271,train,1
id_000185,test,NA
id_003417,train,1
id_002079,valid,1
id_003961,train,1
id_001723,train,0
id_001211,train,0
id_002991,train,1
id_001087,train,0
