obs_id,train_id,median_house_value,population,latitude,longitude,total_units,vacant_units,median_rooms,mean_household_size_owners,mean_household_size_renters,built_2005_or_later,built_2000_to_2004,built_1990s,built_1980s,built_1970s,built_1960s,built_1950s,built_1940s,built_1939_or_earlier,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5_or_more,owners,renters,median_household_income,mean_household_income
id_001370,test,NA,4325,34.168597,-118.455602,2069,156,4.1,2.74,2.21,7.9,16.1,3.4,18.5,7.2,9,19.8,17.5,0.5,4,25,49.7,17.8,3,0.4,33.3,66.7,72031,84856
id_001371,test,NA,4083,34.162383,-118.457743,1898,111,4.1,2.24,1.82,3.8,2.3,9.2,15.2,24.1,8.1,17.4,16.1,3.7,1.8,31,36.6,19.6,9.6,1.4,42,58,64775,91313
id_001372,test,NA,6409,34.213822,-118.539019,2133,134,4,4,3.04,2.2,3.2,22.3,13.1,18.7,14.6,20.6,2.9,2.6,8.7,29.5,29.3,21,7.8,3.7,28.4,71.6,48843,58798
id_001373,train,361200,5698,34.199633,-118.539827,1669,159,4.8,3.75,3.22,3.6,0,12.6,6.7,10,11.7,37.6,17.2,0.5,4,14.9,33.2,35.8,8.2,4,53.2,46.8,55967,70207
id_001374,train,477300,3252,34.214711,-118.505649,1062,87,5.6,3.15,4.98,0.8,0.9,0,0.4,0.8,7.8,74.4,13,1.9,1,0.8,12,69.4,10.5,6.4,90.4,9.6,87524,97526
id_001375,valid,390000,3429,34.215455,-118.514095,1138,31,5.3,3.15,2,0,0,3.7,1.8,1.1,3.7,72.8,12.2,4.7,5.3,5.7,18,57.4,9.8,3.9,79.1,20.9,84583,86181
id_001376,valid,370300,4902,34.214888,-118.522928,1228,100,5.9,3.81,5.75,0.4,0,0.6,1.2,4.6,5.5,79.8,4.6,3.3,0,1.5,4.6,43.2,47.9,2.8,78.5,21.5,68143,76592
id_001377,valid,361100,5897,34.213985,-118.53241,1900,127,5.1,3.17,2.75,0.8,2.5,12.3,10.7,15.5,26.9,26.6,0.9,3.7,2.9,15.8,25.4,37.3,16.6,2,53.5,46.5,54607,63312
id_001378,test,NA,5494,34.213975,-118.554696,1464,67,5.9,4.11,3.95,2.3,0.7,4.2,4.2,11.6,8,55.9,9.6,3.5,2,4.2,12.8,41.9,33.6,5.4,75.1,24.9,68090,81992
id_001379,train,368800,4541,34.204098,-118.558206,1799,142,4.1,3.17,2.84,0,0.4,5.3,23.9,51.9,9.1,6.9,1.5,1,5.5,23.1,47.6,15.3,4.8,3.7,38.4,61.6,53482,66239
id_001380,train,361900,3751,34.203836,-118.548773,1196,143,4.9,3.5,3.26,2.8,2.8,0.8,28,9,6.5,40.7,5.7,3.7,0,14.7,24.3,51.6,9.4,0,62.2,37.8,57460,65768
id_001381,valid,379300,5341,34.205067,-118.527833,1613,109,4.6,3.94,3.34,0.9,5.1,0,3.5,9.9,15.9,46.5,16.9,1.3,4.6,17.5,39,29.5,9.4,0,49.9,50.1,50260,63830
id_001382,train,359200,4210,34.204878,-118.50976,1404,139,5.1,3.73,2.89,1.1,2.6,0,4.1,5.6,6.4,55.3,24.9,0,0.3,0,41.5,41.8,11.6,4.8,82.4,17.6,59659,70371
id_001383,train,436300,3202,34.192535,-118.51385,1185,14,5,2.87,2.47,0,2.1,5.1,0.8,7.2,7.2,50.3,25.4,1.9,4,11.5,23.7,48.2,10.1,2.5,61.1,38.9,55404,85419
id_001384,train,498800,3299,34.196402,-118.507952,1092,47,5.7,2.78,3.68,2.2,5.1,4.9,1.2,8,6.3,47.2,23.9,1.3,0,1.5,22.7,48.9,21.2,5.7,74.7,25.3,70598,81236
id_001385,train,418100,4259,34.190363,-118.494829,1590,27,4.7,3.43,2.47,11.9,0.7,18.1,3.5,10.4,9.6,45.8,0,0,0.5,26.5,19.6,47.7,5.7,0,46.7,53.3,64539,76518
id_001386,train,395100,5310,34.201741,-118.497469,2152,53,4.4,2.77,1.98,5.9,11,13.7,14.3,10.8,8.7,28.8,5.7,1,6.6,30.3,23.6,34.2,3.2,2.1,57.1,42.9,51250,76597
id_001387,train,378700,6494,34.197857,-118.527046,2409,110,3.4,3.8,2.35,0,0,6.1,9.5,21.1,21.7,28.9,11.2,1.5,9.7,47.6,17,18.7,5.9,1.2,29.7,70.3,29934,46876
id_001388,valid,342200,3763,34.198118,-118.548861,1126,55,4.8,3.88,2.82,0,4.8,2,1.1,20.1,16.5,47.9,5.5,2.2,0.7,22.7,16,42.9,17.7,0,47.9,52.1,50474,61527
id_001389,train,298400,3672,34.190408,-118.548118,1335,105,4.6,3.36,2.58,0,2.5,0,13.6,40.1,12.7,27.3,1,2.7,0,13.9,27.3,49.9,8.9,0,63.3,36.7,51909,64804
id_001390,train,428400,4912,34.190977,-118.527651,1522,57,4.8,3.68,3.68,0,3.9,1.8,6.3,5.9,10.8,55.8,13.9,1.6,4,13.1,29.5,44.1,8.6,0.7,50.9,49.1,52616,64746
id_001391,train,576600,3461,34.183194,-118.528956,1341,79,5.4,2.86,2.8,1.1,0.4,0.5,18.5,16.8,22.3,35.3,1.6,3.6,0,19.2,16,45,15,4.8,51.7,48.3,59737,87345
id_001392,test,NA,4449,34.195948,-118.557771,1276,143,5.4,3.83,3.39,0,0,5.8,2.4,17.2,5.5,61.8,7.4,0,1.6,3.8,18.5,60,14.8,1.3,72.3,27.7,64010,70503
id_001393,train,452300,5446,34.185297,-118.543422,1939,36,4.7,2.99,2.62,2.6,2.6,3,18,7.2,8.5,47.5,7.7,3,2.1,31.6,17.1,35.6,11.6,2,47.9,52.1,63240,75360
id_001394,test,NA,3765,34.20272,-118.590758,945,45,4.3,4.99,4.35,0,1.9,13.3,17.5,13,21.4,20.7,4.7,7.5,1.1,25.7,42.5,22,7.8,0.8,32.2,67.8,44355,60689
id_001395,train,412900,3372,34.202185,-118.585787,1062,66,5.2,3.85,2.94,0,0,4.7,7.5,18.2,20.3,44.5,4.7,0,7.6,22.8,6.3,40.2,18,5.1,50.9,49.1,58007,65805
id_001396,train,462400,4922,34.214721,-118.567152,1491,0,5.5,3.91,3.43,1.7,1.3,3.8,19.9,23.9,14.5,23.8,8,3.1,3.2,10.5,20.9,38.8,22.3,4.3,64.3,35.7,64857,77205
id_001397,valid,407600,4193,34.217219,-118.578429,1356,76,5.4,3.15,2.99,3.2,0,2.1,12.8,16.1,14.7,48.2,0.4,2.7,5.2,12.5,15.6,47.6,17.8,1.3,61.7,38.3,58649,67971
id_001398,valid,424300,4322,34.211132,-118.575814,1369,81,4.6,3.05,3.9,1.2,3.7,10.7,39.2,17.6,6.6,12.6,4.7,3.6,2.3,26.7,27.7,9,22.4,11.9,51.9,48.1,56573,78260
id_001399,test,NA,4270,34.212689,-118.590776,1170,20,5.3,3.98,4.51,1.1,0,0,16.4,0,21,56.9,1.1,3.4,7.3,9.6,9.6,50.9,21.5,1.1,71,29,63682,77803
id_001400,train,461500,3732,34.214339,-118.620501,1265,0,6.1,2.99,2.91,0,0.9,0,2.7,8.9,17.7,67.1,2.8,0,0.8,0,4.9,60.7,32.2,1.4,85.8,14.2,88125,95128
id_001401,train,371700,5057,34.203364,-118.613121,1824,132,5.2,3.02,3.2,0,5.9,3.2,9,22.6,9.8,42.7,3.2,3.6,0.5,13,30.5,31.6,18.6,5.8,73.7,26.3,73851,82043
id_001402,train,420800,2882,34.214356,-118.609919,906,127,6,2.92,4.29,0,0.6,0,16.3,19.8,11.4,49.8,2.2,0,6.4,7.7,5.7,56.3,22.2,1.7,72.5,27.5,76713,91188
id_001403,valid,196300,3847,34.21839,-118.603059,1121,51,3.6,2.94,4.08,0,0,3.4,5.5,19.5,51.6,15.7,4.3,0,3.6,43.1,46.6,6.2,0,0.5,1.6,98.4,32969,46577
id_001404,test,NA,3498,34.211523,-118.602869,1284,122,4.2,2.93,3.32,3.3,3.7,9.4,42.4,17.6,16.1,7.4,0,0,4.8,22,40.3,23.5,9.3,0,49.7,50.3,60000,69235
id_001405,train,690700,3941,34.202424,-118.646614,1407,30,7.1,2.91,3.28,0,0.5,21.7,3.3,29.4,42.7,2.1,0.3,0,0,0.5,0.8,37.8,32.6,28.4,93,7,112844,139608
id_001406,valid,555000,4684,34.203447,-118.630494,1641,112,6.7,3.02,2.84,0,2.2,2.9,9.2,21.6,34.6,26.7,2.9,0,0,0.7,4.4,40.8,41.8,12.2,78.4,21.6,82887,98236
id_001407,test,NA,3414,34.213656,-118.63254,1233,0,6.5,3.48,1.61,4.4,13.9,1.2,19.5,16.8,23.9,19.5,0.6,0,1.2,12.7,1.2,42.9,33.7,8.3,74.2,25.8,78125,91201
id_001408,test,NA,5453,34.197499,-118.599005,1880,196,3.4,2.25,3.22,1.4,10.3,13.4,31.7,10.2,20.4,6.1,3.7,2.8,9.1,44.3,35.5,7.7,2.3,1.1,19.8,80.2,40109,42014
id_001409,train,385700,3126,34.203922,-118.59441,719,96,3.8,4.09,3.54,4.7,3.2,10.3,6.8,13.5,28.2,13.9,9.3,10,8.6,19.5,64,7.1,0,0.8,10.6,89.4,30430,38782
id_001410,train,325200,3954,34.204941,-118.601216,1371,75,4.1,3.14,3.32,11.7,7.7,12.7,5.4,15,11.8,19.5,7.1,9.1,6.4,27.4,33.1,28,5,0,23.7,76.3,40513,48396
id_001411,train,370600,5287,34.205554,-118.578273,1641,84,3.4,3.02,3.45,6.8,0,0.7,28.9,26.1,14.6,19.7,1.8,1.3,13.7,39.4,22.1,16.3,8,0.5,22.3,77.7,36679,49271
id_001412,train,315800,4594,34.204767,-118.57019,1698,114,4.3,3.23,2.7,0,3.4,3.5,6.4,41.3,14.9,26.1,4.4,0,4.7,22.4,33.3,34.1,5.5,0,53.3,46.7,48852,60684
id_001413,test,NA,5949,34.196423,-118.571326,1886,31,5.5,3.1,3.39,0,5.8,1.2,9.2,3.8,5.9,65.9,7.8,0.4,0,1.5,13.9,66.5,15.3,2.9,75.8,24.2,64739,76687
id_001414,train,464100,3069,34.186962,-118.560189,1165,40,5.8,2.94,2.9,0,0.9,3.2,6,3.2,15.5,70.6,0.6,0,2.2,12.8,12.7,32.6,37.5,2.1,56.8,43.2,60063,80453
id_001415,test,NA,4338,34.19231,-118.582184,1484,0,5.2,2.98,3.22,0,0.3,6.7,7,5.7,4.6,71.2,3,1.5,3.9,18.5,20.7,23.8,30.3,2.8,48,52,45463,56721
id_001416,train,758000,2819,34.182854,-118.588016,1245,191,3.4,2.13,1.88,53.4,23.1,7.3,5.1,0,4.5,5.7,1,0,0,49,29.5,14.8,3,3.8,17.7,82.3,94091,125077
id_001417,valid,525900,3513,34.189375,-118.618541,1260,68,6.1,2.67,2.64,2.5,1.1,1,4,18.5,15.5,49,8.5,0,0,4.4,10.6,49.5,27.8,7.7,85.2,14.8,65978,116597
id_001418,train,464200,2967,34.192185,-118.610366,1191,72,5.5,2.93,2.5,0.7,0,0.3,11.8,14.2,23.9,42.8,5.4,0.9,0.9,17,13.3,52.8,13.6,2.4,53.9,46.1,72944,81647
id_001419,valid,383600,4445,34.184884,-118.60709,2781,464,3.5,1.54,1.91,0,0,11.7,16,51.6,11.9,7.2,1.5,0,9.1,45.1,41,4.2,0.5,0,17.6,82.4,48266,61292
id_001420,test,NA,2620,34.189885,-118.627746,872,0,6.5,3.12,2.17,0.9,0,6.2,1.3,13.1,10.2,65.7,2.6,0,4.9,0,3.4,35.9,49.8,6,79.7,20.3,76354,109051
id_001421,test,NA,4255,34.189225,-118.636615,1524,41,6.1,2.82,3.04,0,0,0,2,3.8,20.9,70.3,1.2,1.8,0,0,9.6,53.9,34,2.5,80.9,19.1,75938,91522
id_001422,test,NA,7055,34.190003,-118.65341,2518,0,6.4,3.07,3.7,0,0,2.3,17,10.7,54.8,13.6,0.8,0.8,0.8,0,6.4,52.3,30.3,10.2,88.5,11.5,90781,103318
id_001423,valid,364100,4199,34.17323,-118.600405,2531,636,4,1.82,1.81,0,0,4.2,67.2,23.2,2.7,2.2,0.4,0,0.9,18.9,65.5,14.7,0,0,61.8,38.2,85905,97137
id_001424,train,616400,2717,34.174246,-118.5806,1097,44,6,2.41,2.87,0,0,0,2.7,0,43.8,51.6,1.8,0,0,0,2.5,76.2,20.6,0.7,87.9,12.1,115099,122599
id_001425,train,590400,5270,34.172838,-118.613663,2313,39,4.8,2.8,1.71,4.2,0,3.2,10.8,25.5,24.6,26.3,3.5,1.8,1.1,18.2,31.3,30.8,11.9,6.6,55.3,44.7,66284,79307
id_001426,test,NA,2264,34.176983,-118.635389,785,36,7.4,2.81,2.95,1.1,1.1,7.9,0,4.1,26.1,43.3,16.3,0,0,0.8,7.5,34,42.7,15,94.8,5.2,143451,179517
id_001427,train,707700,4338,34.177593,-118.654178,1625,0,7.4,2.78,3.55,0,0.8,5.8,11.8,8.1,63.3,8.6,0.7,0.8,0,0,4.3,24.7,49.4,21.7,93.5,6.5,102240,121901
id_001428,train,651200,4157,34.160083,-118.610479,1675,75,6,2.73,2.19,0.6,0.7,3.5,9.2,4.1,12.4,55.1,10.8,3.6,0.8,5.6,20.2,51.9,19.2,2.2,79.6,20.4,102346,127021
id_001429,train,726100,5364,34.156278,-118.625172,2009,80,6.4,2.87,2.33,1.3,2.3,7.8,9,6,39.8,26.4,3.5,3.9,3.5,4.6,9.4,42.6,33.4,6.5,76,24,101083,130103
id_001430,valid,882800,4124,34.164885,-118.577459,1799,256,4.6,2.55,1.75,0,5.8,8.3,26.3,15,23.3,20.9,0.3,0,2.8,23.8,32.1,19,11.9,10.3,49.9,50.1,68125,99537
id_001431,train,634600,4202,34.162716,-118.597725,1768,72,5.5,2.34,1.91,1.5,1.2,8.3,11.7,11.6,21.4,31.7,11.1,1.6,4.5,3.3,33,35.4,17.8,5.9,73.6,26.4,91742,125262
id_001432,valid,750700,4484,34.150562,-118.594601,1900,55,6.7,2.35,3.46,0.8,1.9,4.7,16.4,16.8,24.3,29.1,3.2,2.9,0,0.6,12.3,50.3,28.3,8.5,87.1,12.9,109293,164906
id_001433,train,535100,4767,34.174696,-118.511592,2206,261,4.9,2.22,2.4,0,0,1.1,6,18.5,20.6,29.5,23.9,0.4,2.1,17.5,33.6,36.2,9.6,1,46.8,53.2,68825,80252
id_001434,train,488100,5175,34.175157,-118.525365,2439,189,4.5,2.47,1.97,3.5,1.6,1.2,15.4,30.1,8.3,19.4,20.1,0.4,10.7,15.5,32.7,37.1,1.5,2.5,40.4,59.6,51454,73759
id_001435,test,NA,4462,34.177749,-118.554838,1664,73,6.2,3.1,2.89,1.6,0,14.1,18.5,3.4,7.6,48.6,3.5,2.8,0,2.4,14.1,45.7,24.8,13,83.8,16.2,104489,143972
id_001436,train,323900,4422,34.176419,-118.538379,2076,174,3.5,1.67,2.42,0,0.4,4.4,10.9,57.9,13.9,4.5,3.7,4.4,9.6,36,42.3,12.1,0,0,29,71,50000,61070
id_001437,test,NA,4186,34.175897,-118.533288,2012,124,3.4,2.17,2.47,0,0,3.1,13.2,46.7,23.9,12.7,0.4,0,8.5,39.6,39.2,12.5,0.2,0,35.9,64.1,45278,57032
id_001438,valid,425000,2645,34.170149,-118.538156,1253,42,3.9,2.85,2.39,5.5,1.3,4.4,24.5,22.8,11.2,26.7,2.3,1.4,11.3,17.7,46.1,12.8,2.4,9.7,27.3,72.7,51435,54696
id_001439,valid,612400,3007,34.16301,-118.526884,1258,76,5.4,2.44,2.33,0,2.7,2.9,2.9,10.6,16.9,47.1,16.3,0.6,1.9,9.6,15,61.4,7.4,4.7,62.4,37.6,59286,74856
id_001440,train,332900,4657,34.167915,-118.524524,2698,117,3.8,1.84,1.94,2.4,0,1.4,9.2,41.3,32.6,8.5,1.6,2.9,6.5,30.8,45.6,16.4,0,0.7,38.3,61.7,36030,55809
id_001441,train,331500,3476,34.167289,-118.520296,1856,96,3.9,1.6,2.15,0,0,5.3,11.2,59.2,12.6,7.8,0,3.9,5,33,55.5,6.5,0,0,32.2,67.8,47184,57912
id_001442,train,945100,4633,34.165175,-118.510455,2297,214,4.8,2.72,2.21,1.6,1.6,14.1,9.3,30.2,23.4,14.9,1.6,3.4,0,21.9,33.3,10.3,18,16.5,68.2,31.8,88482,174202
id_001443,test,NA,4920,34.15807,-118.494889,1918,82,6.3,2.67,3,4.8,3.2,4.4,8,7.2,15.5,38.2,13.1,5.5,0,1.4,17.9,45,24.6,11.1,82.4,17.6,121029,183100
id_001444,train,610200,4066,34.15136,-118.427244,2424,271,3.9,2.14,1.89,0,4.9,3.5,19.3,15.3,24.6,18.9,11.7,1.6,5,25.9,53.8,12.8,1.9,0.6,28.9,71.1,62981,84984
id_001445,test,NA,2869,34.149552,-118.432795,1468,118,4.4,2.52,1.84,0,1.2,17.4,22.6,15,5.1,12.4,13.1,13.2,0.6,21.3,46.5,17.8,13.8,0,47.8,52.2,112292,142261
id_001446,train,594400,3707,34.152676,-118.440199,1974,114,4,2.15,1.92,2.5,0.8,4.5,25.4,7.8,23.3,20.2,14.3,1.2,0.9,21.3,59.2,16.1,0.7,1.9,16.8,83.2,54504,72045
id_001447,train,868100,2800,34.147899,-118.443362,1528,127,4.2,2.37,1.54,0,0,10.7,20.2,25.6,11.5,10.3,11.5,10.3,4.8,27.5,38,23.4,4.6,1.7,35.7,64.3,76494,109575
id_001448,test,NA,5504,34.153366,-118.462468,3162,211,4,2.14,1.83,0.4,5.5,8.3,36.2,11,9.3,14.8,11.2,3.2,2.9,25.2,53.1,13.7,5.1,0,26.3,73.7,73514,108819
id_001449,train,372700,3089,34.155359,-118.455343,1778,66,3.9,1.81,2.09,2.5,0,13.5,20.5,33.1,19.5,8,1.2,1.7,0.6,39.8,51,6.7,2,0,28.7,71.3,70549,81844
id_001450,train,695700,2738,34.151349,-118.451964,1593,93,4.5,2.33,1.73,7,1.2,7.1,20.9,19.3,14.1,13.7,14.7,1.9,3.3,32,35.9,21.3,2.5,5,39.2,60.8,60541,91086
id_001451,train,909200,3984,34.149474,-118.35896,2253,215,4.2,2.37,1.78,17.5,5.5,9.1,10.7,6.8,10.1,7.8,11.4,21.2,3.1,20.2,51.5,16.6,3.6,5.1,41,59,76404,104547
id_001452,test,NA,3743,34.149398,-118.37121,2126,201,4,2.23,1.99,6.2,6.9,3.8,21.4,16.3,14,6.9,11.5,13.1,6.7,27.2,46.2,19.8,0,0,20.4,79.6,51918,88344
id_001453,train,726100,5871,34.153057,-118.387585,3148,236,4.4,2.28,1.94,1.6,0.9,5.2,17.8,21.3,10.6,14.8,17,10.8,0.9,27,42.4,21.7,4.7,3.2,41.6,58.4,64833,95105
id_001454,train,747700,5881,34.153326,-118.410293,2995,323,4.7,2.34,1.94,7.5,5.7,4.1,19.5,11.9,5.4,20.2,16.7,9.1,4,17.4,48.3,25.1,2.4,2.7,45.7,54.3,79146,122412
id_001455,valid,761500,4708,34.148326,-118.406912,2272,184,4.7,2.39,1.84,4.3,4.1,12.2,15.8,18.3,10.7,13.2,8.6,12.7,2,16.9,58.1,14.5,7.2,1.3,51,49,82880,115873
id_001456,train,646900,4260,34.14584,-118.388014,2168,248,4.5,2.02,1.67,3.8,3.3,6,9.1,32.8,12.3,11.4,11.7,9.5,1.7,35,41.2,18,2.7,1.5,48,52,83063,118443
id_001457,train,649700,2222,34.144699,-118.373654,1352,137,3.7,2.15,1.64,6.5,1.3,7.2,8.8,26.7,24.7,5.3,7.8,11.7,7.1,35.2,46.2,7.2,2.7,1.6,34.7,65.3,74477,90835
id_001458,train,422700,3205,34.142202,-118.369,2217,361,3.4,1.81,1.49,3.5,14.9,25,24.8,10.8,11.9,6.6,1.3,1.2,6.1,53.5,38,2,0.4,0,6.1,93.9,71202,111201
id_001459,test,NA,3748,34.128501,-118.355934,2102,246,5.1,2.02,1.5,5.7,1.9,7.1,7.9,6.5,18.6,33.2,6.1,13,5.3,17.7,31.9,26.1,12.3,6.7,72.5,27.5,118618,171844
id_001460,train,965500,4878,34.136586,-118.380676,2613,241,5,2.2,1.65,2.7,4.5,2.3,11.1,13.5,25,19.3,17.6,3.9,6.6,21.3,28,26.9,13.4,3.8,57.5,42.5,106837,134011
id_001461,train,880700,3000,34.142181,-118.419074,1385,82,5.2,1.95,1.69,1,0.8,7.1,16.2,15.4,16.5,17.3,20.5,5.2,0,19.9,35.5,22.1,13.2,9.3,60.9,39.1,88375,141894
id_001462,train,664600,6144,34.142167,-118.204297,2393,61,5.9,2.93,2.33,1.9,0,2.4,2.5,4.2,4.2,13.5,11.5,59.8,1.6,10.4,28,33.3,22.5,4.2,75.9,24.1,68864,87970
id_001463,valid,600800,3629,34.135497,-118.222728,1407,107,5.6,2.96,2.91,0,0,2.8,5.8,3.7,26.7,14.7,14.4,31.8,3.3,8.8,27.6,37.7,16.2,6.3,74.2,25.8,82453,96959
id_001464,train,488700,4302,34.136515,-118.209078,1664,36,4.2,3.06,2.69,0,3.6,6.9,13.5,5.5,10.9,13.3,6.6,39.7,7.3,19.9,47.7,15.4,9.1,0.5,34.5,65.5,61274,77424
id_001465,train,514000,3812,34.134764,-118.193028,1377,69,5,3.31,2.45,2,1.5,2,3.4,4.2,3.8,13.5,19.9,49.7,1.2,10.9,38,42.4,7.5,0,72.6,27.4,69429,83411
id_001466,train,505500,4352,34.129986,-118.21129,1041,55,5,2.9,3.02,0,0,4.5,3.8,3.7,10.7,7.9,11.2,58.2,1.9,15.9,53.2,22.6,3.8,2.5,47.7,52.3,61786,80715
id_001467,train,458400,3922,34.122915,-118.182138,1378,61,5.1,3.25,3.15,0.9,0,5.4,0.9,9.5,17.3,12.3,19.7,34,4.2,13.1,30.5,45.9,6.3,0,62.5,37.5,62386,87619
id_001468,valid,536300,3967,34.116225,-118.175978,1493,67,3.7,3.52,2.59,0,5.7,5.9,15,17.3,19.4,8,4.6,24,4.1,33.8,46.1,14.7,1.3,0,16.9,83.1,55368,59967
id_001469,train,486600,2065,34.120114,-118.173959,774,14,5.1,2.6,3.07,0,1.4,3.1,3.9,7.2,37.7,3.4,18.6,24.7,4.1,1.7,53.9,33.3,5.8,1.2,64.6,35.4,83944,88217
id_001470,train,428300,4114,34.119806,-118.18934900000001,1216,133,4.3,2.93,3.28,0,0,0,0.2,13.8,11.1,21.6,15.1,38.2,0.8,27.1,42.4,21.1,8.6,0,31.2,68.8,46726,54747
id_001471,train,483800,3118,34.125086,-118.190584,1090,28,4.7,2.62,3.92,0,0,0.8,7.8,14.1,15.4,10.7,9.3,41.8,2,7.7,55,24.1,11.1,0,55.5,44.5,64539,75855
id_001472,valid,554400,3483,34.129648,-118.197242,1336,26,4.9,3.05,1.91,0,0,3,6.6,11.8,11.8,10.3,7,49.6,2.9,24.3,35.3,30.5,3.4,3.5,53.2,46.8,44167,66772
id_001473,valid,371300,3480,34.120884,-118.200815,1078,41,4.7,3.62,2.81,0,0.6,2.2,6.6,3.8,12,11.4,17.2,46.3,0,14.5,48.8,33.4,1.4,1.9,50,50,48194,61944
id_001474,train,431600,2543,34.121691,-118.209493,873,40,5,3.64,3.12,0,0,1.3,0,0.9,6.1,15.5,14.5,61.7,0,17.5,30.8,40.9,9.6,1.1,50.4,49.6,50078,62632
id_001475,train,436700,2820,34.125844,-118.216229,962,55,4,4.6,2.92,0,0,7.1,2.4,9.3,7.3,21.7,17.3,35,1,36.7,34,23.3,3,2,27.9,72.1,55905,66390
id_001476,train,407800,2725,34.115161,-118.203965,783,0,5,4.14,3.09,0,0,6,0,2.9,10.3,18.5,4.3,57.9,0,8.6,49.7,31.8,4.6,5.4,68.6,31.4,60402,68695
id_001477,valid,460000,3881,34.110214,-118.202005,1149,70,3.8,2.72,3.9,0.9,1.6,12.7,10.2,6.7,15.6,2.4,10.9,39.1,9.2,29.5,41.1,13.5,6.7,0,21.5,78.5,42269,59351
id_001478,test,NA,3275,34.113837,-118.19485,1045,82,3.8,3.76,3.35,0,1.1,4.7,14.7,6.3,9.9,17.1,7.4,38.8,9.2,32,38.9,17.4,2.5,0,18.5,81.5,40665,44074
id_001479,train,463400,3264,34.115641,-118.190107,1064,58,4.1,4.32,2.88,0,2.9,1.4,7.6,4,6.3,24.5,7.7,45.5,2.5,25.6,56.1,8.4,6,1.4,29.4,70.6,38667,54123
id_001480,test,NA,3922,34.108669,-118.18845,1354,129,3.6,2.62,3.14,3.8,2.1,7.8,16.8,9.9,10.1,19.9,4.5,25,4.1,42.2,33.3,14.7,5.7,0,22.6,77.4,49212,60051
id_001481,test,NA,2805,34.104995,-118.183888,1108,0,4.2,2.73,2.28,0,12.3,3.2,21.8,5.6,17.5,9.7,12.8,17.1,5.1,21.3,41,18.9,13.5,0.3,48.4,51.6,53065,70548
id_001482,train,371700,4369,34.10741,-118.198409,1332,127,3.4,5.01,3.18,0,0,7.4,7.6,11.6,16.4,8.7,9.5,38.8,10.4,48.1,30.8,6.1,2.5,2.2,13.9,86.1,35486,46498
id_001483,train,318400,3464,34.104058,-118.197171,1085,174,3.4,3.83,3.35,0,2,7,13.1,0,24.1,22.6,6.2,25.1,7.2,49.2,24.4,12.3,4.9,2,12.6,87.4,38125,45287
id_001484,test,NA,6295,34.104557,-118.208735,2404,203,4.5,2.75,2.75,3.3,0.5,5.7,8.3,10.4,18.2,16.4,7.4,29.8,4.5,19.5,37.1,34.7,4.3,0,59.2,40.8,65262,98485
id_001485,valid,492700,3712,34.093476,-118.215998,1448,98,4.5,2.7,3.08,0,3.2,9.1,3.9,15.7,2.9,20.8,5.1,39.2,2.6,24.4,37.3,23.5,10.5,1.6,51.1,48.9,43776,65485
id_001486,train,412200,3200,34.100106,-118.231381,961,40,4.8,3.14,3.6,0,0,6,0,2.5,11.4,10.7,10.5,58.8,2.6,23.6,29,36.8,6.8,1.1,49.6,50.4,53171,65616
id_001487,valid,569400,2091,34.103281,-118.224277,730,75,6.3,3.14,4.11,1.1,0.1,7.3,9.6,17,31.9,9.7,3.7,19.6,1.1,8.6,7.4,44.8,33.4,4.7,85.3,14.7,58257,129907
id_001488,train,369100,3061,34.092582,-118.222851,905,94,4.2,4.03,4.27,0,0,0,3,6.4,6.4,6.5,8,69.7,6.2,28,41.2,18.3,4.5,1.8,34,66,43380,50581
id_001489,train,427400,3081,34.089866,-118.224983,936,18,3.8,3.71,3.09,0,0,0.3,4.9,3.8,6.1,15.9,9,59.9,15.5,32.3,29.8,18.9,1.7,1.8,40.8,59.2,40603,49514
id_001490,valid,522500,4715,34.128516,-118.230118,1843,182,4.8,2.84,2.59,0,0,1.2,0.9,7.6,11.2,21.9,17,40.3,2.2,24.3,34.5,31.8,5.3,2,61.3,38.7,77390,88389
id_001491,train,474200,3068,34.122439,-118.220126,1193,88,3.8,3.05,2.99,0,0,6.5,24.5,12.8,6.5,22.1,5.3,22.3,3.3,40.2,41.5,12.6,2.5,0,25.4,74.6,46750,64191
id_001492,train,486400,1974,34.12059,-118.224995,756,130,4.4,2.77,2.23,0,0,4.4,27.4,3.4,27,17.7,13.9,6.2,8.5,16.9,34.7,27.1,12.8,0,49,51,55776,79002
id_001493,valid,586700,2936,34.115729,-118.214225,1120,0,5.3,2.87,2.89,1.7,6.9,1.1,5.5,13.1,12.9,21.6,10,27.2,1.1,6.2,37.3,44.2,7.9,3.4,75,25,93517,95562
id_001494,test,NA,2999,34.121066,-118.239695,960,56,3.8,2.92,3.43,0,1.3,4.7,2.5,20.6,17.1,17.1,22.5,14.3,9.2,27.1,44.8,10.2,7.2,1.6,28.7,71.3,47634,57824
id_001495,train,505800,5198,34.111975,-118.229842,1813,64,5,2.95,3.28,1.2,2.5,5.4,12.1,10,15.7,13.2,19.8,20.1,0.4,20,35.1,36.2,5.1,3.2,66.6,33.4,76533,89048
id_001496,train,377100,3452,34.118542,-118.241726,1068,80,3.7,4.77,3.72,0,0.4,17.3,10.5,10.7,19.9,18.1,4.3,18.9,5.6,38,43,10.4,3,0,18.2,81.8,42500,53596
