obs_id,train_id,fgm,period,shot_clock,dribbles,touch_time,shot_dist,pts_type,close_def_dist,shooter_height,defender_height,player_name
id_001150,train,1,1,22,2,2.5,5.2,2,5.7,77,79,james harden
id_001151,valid,0,3,9.5,0,1,22.6,3,5.3,80,82,luc mbah a moute
id_001152,train,1,2,11.9,13,12,9.7,2,1.7,73,73,eric bledsoe
id_001153,valid,1,3,8.8,0,0.9,25.1,3,9.7,80,79,nicolas batum
id_001154,test,NA,4,22.8,0,1,24.1,3,5.3,78,77,manu ginobili
id_001155,test,NA,1,10.6,0,0.9,22,2,3.3,77,76,kentavious caldwell-pope
id_001156,test,NA,2,8.2,0,1,24.4,3,8.4,81,79,james johnson
id_001157,train,1,4,19.6,5,4.9,19.3,2,4.4,71,73,shane larkin
id_001158,train,1,4,24,0,0.4,1.6,2,2.9,79,80,draymond green
id_001159,train,1,4,20.3,0,0.8,3.2,2,4.2,69,85,isaiah thomas
id_001160,train,1,1,7.4,0,2.8,13.8,2,5,82,85,derrick favors
id_001161,train,0,1,19.1,5,4.6,3.8,2,3.3,73,80,shabazz napier
id_001162,train,0,4,2.7,0,0.9,24.4,3,6.8,73,73,lou williams
id_001163,train,1,4,9,1,3.2,5.2,2,3.7,86,81,roy hibbert
id_001164,train,1,3,21.5,0,1.2,24.4,3,7.2,75,80,kyrie irving
id_001165,test,NA,1,6.2,3,3.3,1,2,2.6,83,75,demarcus cousins
id_001166,train,0,4,12.8,13,10.4,19.2,2,4.3,71,83,ty lawson
id_001167,test,NA,1,4.7,1,2.5,5.2,2,3.2,76,85,dwyane wade
id_001168,train,1,3,14.5,4,3.9,12.9,2,2.3,76,74,jrue holiday
id_001169,valid,0,3,19.9,0,6.2,3.6,2,3.4,83,81,andre drummond
id_001170,train,0,1,6.7,2,2.5,9.7,2,0.8,80,80,kyle singler
id_001171,valid,1,3,15.6,0,0.8,0.9,2,3.7,82,79,henry sims
id_001172,valid,1,1,15.4,0,1.1,24,3,3.8,80,79,trevor ariza
id_001173,train,0,4,11.1,4,5,18.3,2,2.9,75,76,monta ellis
id_001174,train,0,3,9.5,14,11.2,18.9,2,3,76,77,john wall
id_001175,valid,0,1,12.7,1,4.5,9.3,2,0.6,86,82,roy hibbert
id_001176,train,1,3,3.5,2,3,13.2,2,3.8,73,81,lou williams
id_001177,valid,0,4,6,0,0.8,25.5,3,5.2,80,83,mike scott
id_001178,valid,1,2,12.22,0,0.6,1.9,2,5.2,79,82,terrence ross
id_001179,train,0,4,16.1,0,0.9,25.9,3,5,76,75,jj redick
id_001180,train,0,2,15.6,0,0.9,19,2,7.3,86,81,alexis ajinca
id_001181,train,0,3,11.1,0,0.9,16.4,2,4.5,83,82,marcin gortat
id_001182,train,0,1,12.2,0,1.2,24.4,3,5.6,73,75,darren collison
id_001183,train,0,3,9.9,2,3.7,18,2,6.7,77,77,lance stephenson
id_001184,train,1,3,3.1,3,2.9,18.4,2,3.7,73,78,eric bledsoe
id_001185,test,NA,1,9,0,0.7,1.1,2,6.5,83,73,cole aldrich
id_001186,train,1,1,18.7,2,3.8,6,2,2.9,80,75,bojan bogdanovic
id_001187,train,1,1,13,0,0.1,2.5,2,2.2,82,83,anthony davis
id_001188,test,NA,1,12.7,2,2.8,2.8,2,1.7,79,76,rasual butler
id_001189,train,1,4,6.4,16,13.3,16.8,2,2.3,75,81,brandon knight
id_001190,train,1,4,13,3,2.4,3.5,2,2.5,80,83,carmelo anthony
id_001191,valid,0,1,13.7,0,2.2,3.5,2,1.8,83,86,mason plumlee
id_001192,test,NA,4,9.7,11,9.6,7.5,2,1.3,76,75,jrue holiday
id_001193,train,0,1,13,4,6.1,7.3,2,2.9,81,82,lavoy allen
id_001194,valid,1,2,19.6,2,2.2,3.5,2,1.3,78,78,pj tucker
id_001195,train,1,4,6.1,0,1.1,3.2,2,5,80,79,harrison barnes
id_001196,test,NA,3,16.7,0,0.7,24.8,3,9.7,85,79,Dirk Nowitzki
id_001197,valid,1,2,15.7,0,0.7,0.9,2,4.7,77,80,wesley matthews
id_001198,valid,0,2,15.9,0,0.8,24.9,3,6.1,78,69,greivis vasquez
id_001199,train,1,4,9.3,0,1,23.9,3,5,74,75,norris cole
id_001200,train,0,4,11.7,2,1.6,10.6,2,3.1,83,81,charlie villanueva
id_001201,train,1,2,10,0,0.8,20.4,2,5.9,80,83,anthony bennett
id_001202,valid,1,2,24,0,0.1,4.8,2,4.5,83,80,deandre jordan
id_001203,test,NA,4,15,0,0.7,20,2,6.5,80,81,anthony bennett
id_001204,valid,0,2,16.4,0,1,24.7,3,8.4,81,81,shawne williams
id_001205,valid,0,3,19,3,3.4,29.4,3,3.2,75,81,monta ellis
id_001206,valid,1,1,22.1,0,1,24.1,3,6.6,80,83,luc mbah a moute
id_001207,valid,1,3,5.4,3,6.3,5.6,2,1.6,83,82,lamarcus aldridge
id_001208,test,NA,2,13.4,13,9.8,15,2,1.7,75,76,monta ellis
id_001209,train,0,1,3.9,0,0.8,23.9,2,10.8,75,83,steve blake
id_001210,valid,0,2,5.4,2,2.7,24.5,3,2.8,73,74,D.J. Augustin
id_001211,train,0,1,2,0,0.8,24,3,3.9,69,78,nate robinson
id_001212,valid,0,1,19,0,0.9,24.7,3,9,78,81,kj mcdaniels
id_001213,train,1,2,24,0,0,1.3,2,3.5,79,80,matt barnes
id_001214,train,0,1,13,3,4.8,7.6,2,0.7,85,85,nikola vucevic
id_001215,train,0,3,8.2,0,0.7,24.9,3,5.9,79,76,matt barnes
id_001216,test,NA,1,15.4,5,6,17.7,2,3.3,71,75,ty lawson
id_001217,test,NA,2,3.6,0,0.7,21.8,3,4.6,77,75,arron afflalo
id_001218,train,1,2,20,0,3.4,5.8,2,4.1,79,79,kawhi leonard
id_001219,test,NA,1,3.7,0,0.5,9.2,2,4.4,82,82,jordan hill
id_001220,train,0,1,9.3,0,0.6,23.1,3,5.2,81,80,jeff green
id_001221,train,0,3,12.22,0,0.8,22.1,2,7.1,79,83,kawhi leonard
id_001222,train,0,4,16.8,3,4,6.6,2,0.9,80,79,andrew wiggins
id_001223,train,1,4,17.3,0,0.7,2.8,2,2.8,73,80,kyle lowry
id_001224,valid,1,4,19.5,6,4.6,14.6,2,6.2,76,76,gary neal
id_001225,train,1,2,24,0,0.6,1.5,2,3.9,85,83,andrew bogut
id_001226,train,1,3,12.1,0,0.8,20.9,2,8.6,82,85,blake griffin
id_001227,train,1,1,14.4,2,2.8,7,2,2,75,85,monta ellis
id_001228,train,1,2,9,1,2.2,9.5,2,3.7,73,80,lou williams
id_001229,test,NA,1,3.2,2,6.3,14.8,2,2.1,78,81,alan anderson
id_001230,train,1,2,15.8,0,1.6,22.8,3,7.1,79,80,rasual butler
id_001231,train,0,4,19.1,0,0.5,0.4,2,3.3,83,73,chris bosh
id_001232,train,1,1,16.6,2,2.2,2.9,2,2.5,74,73,mario chalmers
id_001233,train,0,1,14.9,1,1.7,4,2,3.7,76,77,victor oladipo
id_001234,train,1,2,5.1,7,7.2,24.9,3,11.1,73,85,chris paul
id_001235,train,1,2,20.8,0,1.4,22.1,3,5.7,73,79,darren collison
id_001236,test,NA,2,5.8,2,4.8,4.7,2,2.3,76,76,dwyane wade
id_001237,train,0,3,11.4,0,0.8,22.4,3,4.1,80,79,gordon hayward
id_001238,train,1,1,10.4,0,1.1,6.1,2,1.2,83,83,tim duncan
id_001239,train,0,2,9.1,0,0.8,20.5,2,4.9,80,77,dante cunningham
id_001240,valid,0,4,13.7,15,10.3,1,2,2.6,75,85,kyrie irving
id_001241,train,1,3,11.2,0,1.3,2.7,2,4.9,83,85,nerlens noel
id_001242,train,0,1,7.6,4,4.3,18.5,2,2.9,81,78,jeff green
id_001243,train,0,1,11.9,0,1,4.4,2,3.6,83,73,jason thompson
id_001244,train,0,3,9.1,0,0.8,22.2,3,4,80,77,andrew wiggins
id_001245,test,NA,3,19.2,1,1.3,25.6,3,4.4,78,73,cj miles
id_001246,test,NA,1,19.4,4,5,2.1,2,2.3,75,78,monta ellis
id_001247,test,NA,1,22,2,1.8,3.6,2,6.7,75,75,stephen curry
id_001248,valid,1,1,13,0,0.5,1.3,2,6.1,83,79,gorgui dieng
id_001249,valid,1,4,14,1,1.5,5.1,2,3,76,77,jj redick
id_001250,train,0,4,12.3,0,0.9,24.5,3,4.7,82,78,Danilo Gallinari
id_001251,train,1,4,24,0,0,0.9,2,2.7,81,82,kris humphries
id_001252,train,0,1,19.2,8,4.9,0.5,2,3.7,73,80,kemba walker
id_001253,valid,1,1,21,6,4,2.1,2,5.6,73,73,chris paul
id_001254,test,NA,3,1.2,0,0.4,20.8,2,4.3,81,81,david west
id_001255,test,NA,1,15.7,0,0.9,23.2,3,5.2,78,80,manu ginobili
id_001256,train,0,4,3.9,18,15.4,9.8,2,3.9,80,82,gordon hayward
id_001257,train,0,1,13.2,2,2.8,4.3,2,1.7,77,85,ben mclemore
id_001258,train,1,3,6,0,1.6,20.9,2,5,79,78,jimmy butler
id_001259,test,NA,2,24,0,0,2.8,2,3.1,78,80,shabazz muhammad
id_001260,train,1,4,20.4,7,3.7,3.5,2,2.3,78,74,tim hardaway jr.
id_001261,train,1,3,4.1,2,6,2.1,2,1,80,76,lebron james
id_001262,valid,1,4,17.8,2,3.3,10.2,2,1.5,82,75,damjan rudez
id_001263,train,1,1,17,1,1.4,4.3,2,2.7,85,75,nikola vucevic
id_001264,valid,0,1,8.5,1,3.6,17.2,2,2.7,79,80,paul pierce
id_001265,train,0,3,10,0,0.9,24.8,3,5.1,80,80,khris middleton
id_001266,train,1,4,11.3,0,1.1,22.9,3,5.4,80,85,paul millsap
id_001267,train,1,2,8.9,0,1.3,21.9,3,6.3,81,82,amir johnson
id_001268,test,NA,3,5.5,4,2.3,6.2,2,3,73,81,mike conley
id_001269,train,1,2,7.8,2,3,3.8,2,2,81,73,luol deng
id_001270,train,0,4,18.3,2,1.3,10.6,2,4.4,76,79,dwyane wade
id_001271,train,0,3,8.9,3,5.7,1.4,2,2.6,80,83,joey dorsey
id_001272,train,0,2,24,0,0.2,1.1,2,2,83,82,greg monroe
id_001273,valid,1,1,12,2,3.7,10.2,2,2,79,78,kawhi leonard
id_001274,test,NA,1,18,0,1.3,22.4,3,8.1,80,73,demarre carroll
id_001275,valid,1,1,7.5,0,0.8,16.5,2,4.2,80,80,carmelo anthony
id_001276,valid,1,2,8.3,0,1.1,24.5,3,14.8,79,73,jared dudley
id_001277,test,NA,2,12.22,0,0.9,24.9,3,5.7,79,81,wesley johnson
id_001278,valid,1,1,10.9,0,0.7,26.8,3,3.7,78,80,cj miles
id_001279,valid,1,4,10.6,0,1.7,6.9,2,2.2,85,81,marc gasol
id_001280,test,NA,2,22.9,0,-0.6,1.5,2,0,80,85,luc mbah a moute
id_001281,train,0,2,21,0,1.3,24.7,3,6.4,77,80,james harden
id_001282,train,1,4,24,1,1.2,4.1,2,2.3,83,76,mason plumlee
id_001283,test,NA,1,3.8,1,2.7,12.9,2,2,83,73,demarcus cousins
id_001284,valid,1,4,18,2,2.2,2.2,2,3.5,75,83,damian lillard
id_001285,valid,1,2,24,0,0,4.1,2,7.9,79,83,jimmy butler
id_001286,train,1,3,14.8,10,10.1,5.1,2,0.7,75,73,jarrett jack
id_001287,train,1,3,5.2,0,1.4,6.4,2,3.1,83,80,tim duncan
id_001288,valid,0,3,12.7,0,1,24.4,3,3.8,79,76,chase budinger
id_001289,test,NA,1,16.5,0,0.7,24.1,3,2.9,79,74,kyle korver
id_001290,train,0,1,8.2,1,3.3,13.5,2,5,83,86,gorgui dieng
id_001291,train,0,3,16.8,1,1.7,19.8,2,6.6,75,73,jarrett jack
id_001292,test,NA,3,4.2,0,0.7,24.6,3,5.7,78,81,kj mcdaniels
id_001293,valid,1,3,3.8,0,0.8,24.7,3,6.6,79,78,paul pierce
id_001294,train,0,3,20,4,4.6,23.8,3,7.5,77,78,anthony morrow
id_001295,train,0,1,6.9,0,0.6,4.7,2,3.7,75,85,russell westbrook
id_001296,train,0,4,7.4,1,2,18.8,2,14.1,83,80,chris bosh
id_001297,train,1,2,17.4,2,2.8,12.4,2,5.8,74,80,avery bradley
id_001298,train,1,3,16.7,0,1,2.6,2,7.8,80,80,udonis haslem
id_001299,train,1,3,20.1,0,0.7,2.3,2,3.7,81,80,zach randolph
id_001300,train,0,2,7.2,0,5,17.2,2,4.6,85,85,marc gasol
id_001301,train,0,3,0,1,1.2,35.9,3,6.4,79,78,jimmy butler
id_001302,train,1,4,6.3,0,0,9.7,2,4.5,79,82,draymond green
id_001303,test,NA,4,3.2,0,0.9,25.3,3,9.5,78,81,tim hardaway jr.
id_001304,test,NA,2,8.2,17,15.6,7.8,2,2.7,77,79,bradley beal
id_001305,test,NA,3,9.7,1,2,22.8,3,6.6,80,76,mike miller
id_001306,valid,0,4,9.2,0,1.6,19.1,2,8.8,82,73,damjan rudez
id_001307,train,1,3,17.9,1,1.4,12.7,2,3.1,85,73,Dirk Nowitzki
id_001308,train,0,3,24,0,0.5,4.6,2,2.5,81,74,taj gibson
id_001309,train,0,4,9.4,4,3.9,11.6,2,2.4,76,73,elfrid payton
id_001310,train,1,4,15.5,8,9,17,2,11.7,73,73,D.J. Augustin
id_001311,train,0,4,3,2,4.1,14.5,2,3.4,80,75,carmelo anthony
id_001312,train,0,2,16,7,7.6,9.4,2,5.3,75,83,kyrie irving
id_001313,train,0,1,11.5,2,3.3,24.3,3,5.8,82,79,chandler parsons
id_001314,valid,1,3,5.3,0,1.8,27,3,3.3,74,81,ronnie price
id_001315,valid,1,2,21.9,3,2.6,4,2,3.9,78,77,vince carter
id_001316,valid,1,2,17.1,0,1.8,5.4,2,2.1,75,75,leandro barbosa
id_001317,train,0,4,14.4,0,0.8,22.5,3,16.8,78,80,pj tucker
id_001318,train,0,1,7,0,1.9,11.1,2,4.8,80,85,harrison barnes
id_001319,valid,1,3,24,0,0.3,2,2,1.1,81,79,chris copeland
id_001320,train,1,1,15.5,0,0.8,3.5,2,3.5,83,85,Nene
id_001321,train,0,3,8.6,0,2.3,24.8,3,10.9,78,77,dante exum
id_001322,train,0,1,11.5,0,1.8,21.7,2,3.8,79,78,wesley johnson
id_001323,valid,1,1,20.3,0,0.8,25.4,3,8.7,76,77,wayne ellington
id_001324,train,0,3,9,0,1.1,23.9,3,3.1,78,73,michael carter-williams
id_001325,train,0,4,8.8,0,0.8,24.2,3,5.7,82,81,ryan anderson
id_001326,test,NA,2,3.3,7,8.8,18.9,2,4.4,77,83,courtney lee
id_001327,test,NA,2,16.8,11,7.6,2,2,1.4,79,78,klay thompson
id_001328,train,0,2,5.6,3,4.2,17.7,2,1.7,80,78,nicolas batum
id_001329,train,1,2,8.2,0,1,23.3,3,5.3,76,75,jj redick
id_001330,test,NA,1,1,0,0.1,1.2,2,2,82,73,ed davis
id_001331,train,0,2,12.22,0,4.4,16.9,2,3.1,80,80,carmelo anthony
id_001332,test,NA,1,19.2,4,3.4,12.1,2,1.7,75,73,russell westbrook
id_001333,train,1,2,16.6,0,1,24.3,3,6.4,82,82,kevin love
id_001334,train,1,3,13.9,1,1.2,8.6,2,3.2,80,81,paul millsap
id_001335,valid,1,2,10.8,0,0.7,24.6,3,4.7,83,79,charlie villanueva
id_001336,train,0,1,16.3,0,2.7,24.4,3,4.1,78,77,kobe bryant
id_001337,train,0,4,13.2,0,0.6,6.6,2,3.4,80,77,mike scott
id_001338,test,NA,1,18.6,0,1,24.5,3,5.5,79,77,terrence ross
id_001339,test,NA,4,10.8,0,1.9,25.6,3,5.8,78,79,tim hardaway jr.
id_001340,train,0,1,2.6,1,4.3,10,2,2,82,82,anthony davis
id_001341,train,1,3,18,5,4.1,2.3,2,5.2,73,76,brandon jennings
id_001342,train,0,2,7.7,1,1.7,16.8,2,8,82,80,jordan hill
id_001343,test,NA,4,14,2,3,23,2,3.3,73,76,lou williams
id_001344,train,0,3,15.4,0,1.5,18.5,2,2.7,82,73,Kyle O'quinn
id_001345,train,1,3,12.7,0,0.9,3.7,2,1.8,81,81,jj hickson
id_001346,train,1,2,19.6,5,5.9,1.5,2,3.7,80,80,boris diaw
id_001347,train,1,1,15,0,0.4,18.6,2,5.2,85,81,Dirk Nowitzki
id_001348,train,1,2,18.6,6,5.2,24.5,3,6.5,74,73,jeff teague
id_001349,valid,1,4,10.6,0,0.9,23.1,3,5.4,80,78,bojan bogdanovic
id_001350,valid,0,2,2.3,3,4,2.9,2,1.7,78,82,tyreke evans
id_001351,train,0,1,14.2,0,0.9,12.1,2,4.1,77,79,rodney stuckey
id_001352,train,1,2,15,9,7.4,20.6,2,7.9,76,75,john wall
id_001353,train,0,4,1.7,0,0.7,27.2,3,4.4,74,78,norris cole
id_001354,train,1,2,8.7,1,3.2,12.7,2,4,85,80,marc gasol
id_001355,train,0,3,4.4,2,2.2,5,2,2.3,73,79,mike conley
id_001356,train,0,2,6,0,1.1,3.8,2,2.1,79,85,chase budinger
id_001357,train,0,2,16.9,0,0.9,24.5,2,5.3,81,79,marvin williams
id_001358,train,0,3,5,0,0.7,26,3,5.3,78,81,tim hardaway jr.
id_001359,train,0,1,3.3,0,1.1,20,2,5.1,83,81,kevin garnett
id_001360,test,NA,1,12.1,0,4.7,13.1,2,4.2,85,83,jason smith
id_001361,test,NA,3,24,0,0.4,2.7,2,0.6,80,81,harrison barnes
id_001362,test,NA,3,18.3,6,5.1,23.9,3,7.7,73,83,brandon jennings
id_001363,test,NA,4,14.8,1,1.4,12.7,2,4,81,83,tobias harris
id_001364,train,1,2,13.6,0,1.3,20.7,2,7,80,82,derrick williams
id_001365,train,0,4,12.6,7,6.8,25.1,3,3.4,76,76,wayne ellington
id_001366,test,NA,5,3.5,7,7.1,20.9,2,5,73,83,kyle lowry
id_001367,train,0,1,7,2,2.4,3,2,2.4,74,85,norris cole
id_001368,train,1,1,2.6,0,0.8,25.6,3,5.7,79,81,draymond green
id_001369,train,0,1,11.7,0,5.4,4.8,2,1.3,74,81,avery bradley
id_001370,train,1,2,14,0,0.5,1.5,2,2.7,85,77,jusuf nurkic
id_001371,train,0,1,6.5,0,1,24.6,3,6.5,74,81,jeff teague
id_001372,train,1,1,5.4,0,1.1,3,2,1,81,80,zach randolph
id_001373,train,0,4,6.6,1,2.3,3,2,0,77,83,arron afflalo
id_001374,train,1,3,1.8,7,10.5,8.1,2,2.7,80,82,rudy gay
id_001375,valid,1,2,12.2,0,0.9,24.7,3,4.2,79,77,nick young
id_001376,valid,1,4,20.8,0,0.9,25.4,3,5.5,80,73,trevor ariza
id_001377,test,NA,3,4.8,3,2.6,1.2,2,0.5,76,83,jrue holiday
id_001378,valid,0,2,11.1,0,0.6,7.7,2,3,83,85,marcin gortat
id_001379,train,0,2,16,2,8.7,8.4,2,3.2,81,82,jared sullinger
id_001380,train,0,4,6.9,3,2.8,21.7,2,3.9,75,75,reggie jackson
id_001381,valid,0,4,7,1,1.9,26.1,3,2,73,77,mo williams
id_001382,train,1,2,11.2,2,2.8,13.4,2,2.2,73,73,mo williams
id_001383,train,0,2,13.8,0,9.8,1.1,2,5.8,85,85,tyson chandler
id_001384,train,1,4,10.3,0,0.9,24.5,3,3.4,83,82,chris bosh
id_001385,train,1,3,9.4,0,1.2,24.4,3,11.7,77,81,kentavious caldwell-pope
id_001386,train,0,1,6.5,1,2.8,19.5,2,4.4,79,78,wesley johnson
id_001387,train,1,2,14.6,0,0.7,8.6,2,3.9,83,85,cole aldrich
id_001388,test,NA,1,13.6,0,0.4,0.4,2,2.6,82,75,ryan anderson
id_001389,valid,1,3,21.1,0,0.8,24.5,3,4.1,76,82,jj redick
id_001390,train,1,1,11.4,2,6.1,3.4,2,3.3,80,76,rudy gay
id_001391,train,1,2,15.2,2,2,4.8,2,2.4,75,73,ramon sessions
id_001392,train,1,4,11,1,1.9,4.6,2,1.1,82,85,anthony davis
id_001393,train,0,2,10.3,0,1.2,24.2,3,12.9,79,81,kawhi leonard
id_001394,test,NA,2,1,12,9.9,21.8,2,2.2,75,75,derrick rose
id_001395,valid,1,2,12.1,0,0.9,25.8,3,6.7,78,85,cj miles
id_001396,train,0,1,9,1,2.6,11.3,2,0.7,75,73,brandon knight
id_001397,valid,0,2,14.5,0,0,1.1,2,2,83,83,nerlens noel
id_001398,test,NA,3,17.1,0,1.8,13.6,2,6.2,83,85,nerlens noel
id_001399,train,1,2,16,9,8.6,25.5,3,3.8,73,73,aaron brooks
id_001400,valid,1,3,23,0,-0.1,1.8,2,3.2,83,80,deandre jordan
id_001401,train,1,2,20.5,6,4.5,3.5,2,2.8,82,73,blake griffin
id_001402,valid,0,1,15.8,0,0.8,17.5,2,3,77,76,arron afflalo
id_001403,test,NA,2,19.4,0,1,24.5,3,7.1,77,81,wesley matthews
id_001404,train,0,2,13.8,0,0.9,25.5,3,2.6,76,75,marcus thornton
id_001405,train,1,1,12.22,2,5.6,6.9,2,0.6,81,83,taj gibson
id_001406,valid,1,2,3,0,3.2,6.1,2,2.5,82,77,markieff morris
id_001407,train,1,4,9.1,0,0.7,17.7,2,5.2,82,83,anthony davis
id_001408,train,1,3,24,0,0.1,1.2,2,2.4,82,83,ed davis
id_001409,train,1,4,18.1,3,3.5,1.8,2,1,81,80,marcus morris
id_001410,train,1,3,13.5,1,2.2,5.7,2,2.8,85,85,cody zeller
id_001411,train,0,3,21.4,0,1.4,25,3,11.4,77,82,wesley matthews
id_001412,train,0,1,12.4,1,1.6,7,2,1.5,74,73,norris cole
id_001413,train,0,1,11,0,1,17.2,2,5.1,85,81,chris kaman
id_001414,train,0,3,20,0,4.5,5.8,2,3.1,83,83,cole aldrich
id_001415,train,1,4,17.5,0,0.8,24.9,3,3.6,79,76,rasual butler
id_001416,train,0,2,12.6,0,0.8,19.6,2,3.3,75,79,ben gordon
id_001417,test,NA,3,7,2,2.6,5.1,2,2.8,77,79,lance stephenson
id_001418,train,1,1,20.2,0,3.7,3.1,2,2.5,83,73,giannis antetokounmpo
id_001419,test,NA,2,1,10,8.4,29.4,3,3.7,74,73,jeff teague
id_001420,train,1,2,13.2,0,0.8,2.5,2,3.3,81,81,Al-Farouq Aminu
id_001421,test,NA,4,14.4,0,0.7,0.9,2,4.7,80,85,brandon bass
id_001422,valid,1,3,14,0,1.1,24.2,3,9.1,85,81,kelly olynyk
id_001423,test,NA,4,15.2,0,1.1,17,2,11.5,81,80,glen davis
id_001424,train,1,3,21.8,2,3.5,8.2,2,3.1,83,76,lamarcus aldridge
id_001425,test,NA,4,5,1,2,13.2,2,4.9,76,76,kirk hinrich
id_001426,train,1,3,20.3,1,2.2,2.3,2,12.1,71,85,ty lawson
id_001427,test,NA,3,24,0,1.6,1,2,2.3,81,81,amir johnson
id_001428,train,0,4,8.2,7,6.2,23.4,2,3.9,76,81,gary neal
id_001429,train,0,1,18.1,7,6.8,7.6,2,1.8,76,76,marcus thornton
id_001430,valid,0,4,16.4,0,0.7,24.5,3,6.5,79,81,terrence ross
id_001431,train,1,3,15.2,0,1.2,24.4,3,4.4,78,73,kobe bryant
id_001432,valid,0,3,21.3,3,4.5,7.4,2,3.1,74,75,mario chalmers
id_001433,train,0,1,10,1,2.3,10.9,2,3.7,82,83,ed davis
id_001434,test,NA,3,10.3,0,0.9,25,3,7.9,78,77,danny green
id_001435,test,NA,3,16.5,1,2.1,20.6,2,6.5,85,79,Dirk Nowitzki
id_001436,train,1,3,3.1,2,4.7,18.9,2,8.8,85,73,omer asik
id_001437,train,0,1,5,1,1.8,17.8,2,4.4,80,83,anthony bennett
id_001438,test,NA,1,19.9,2,3.5,24.6,3,6.2,75,82,derrick rose
id_001439,test,NA,4,10.1,0,0.7,6.8,2,4.5,80,80,thaddeus young
id_001440,train,1,2,9.6,2,2.8,8,2,1.2,83,83,tim duncan
id_001441,valid,1,4,22,0,2.3,3.1,2,3.4,80,79,trevor booker
id_001442,train,0,3,15.2,2,2.7,4.1,2,3.7,78,83,tyreke evans
id_001443,train,0,4,19.4,2,2.7,24.4,3,5.1,76,79,marcus thornton
id_001444,valid,0,2,11,0,0.8,15.3,2,6.5,83,82,zaza pachulia
id_001445,test,NA,3,6.7,0,1,18.9,2,6.6,82,83,al jefferson
id_001446,train,1,5,19.8,0,0.9,25.3,3,4.6,79,80,terrence ross
id_001447,train,1,4,9.7,0,1,24.5,3,5.6,77,73,jamal crawford
id_001448,train,0,4,5.4,4,2.6,4.4,2,0.9,74,74,tony parker
id_001449,train,1,1,20,3,3.6,2.7,2,3.8,75,81,derrick rose
id_001450,test,NA,3,5,4,4.1,9,2,2.8,80,80,andrew wiggins
id_001451,train,1,4,16.5,0,1.1,25,3,4.4,75,81,derrick rose
id_001452,test,NA,3,6.1,0,0.8,20.4,2,4.5,80,82,paul millsap
id_001453,train,1,1,13.3,0,0.9,0.5,2,5.2,83,83,deandre jordan
id_001454,valid,0,4,10.4,16,13.3,26.2,3,4.3,73,79,mo williams
id_001455,valid,1,2,12.22,3,3,15.3,2,4.9,76,85,wayne ellington
id_001456,train,1,1,17.3,0,1.7,12,2,4.5,85,78,Dirk Nowitzki
id_001457,valid,1,3,21,1,2.2,2.3,2,2.9,75,75,goran dragic
id_001458,train,1,1,16.3,0,0.1,3.4,2,1.3,79,76,terrence ross
id_001459,train,0,2,23,0,0.2,1.2,2,1.6,86,85,roy hibbert
id_001460,valid,1,1,17.5,0,0.9,23.9,3,4.9,73,75,kemba walker
id_001461,train,1,3,19,0,1,22.3,3,9.9,75,75,monta ellis
id_001462,train,1,1,12.5,3,4.8,3,2,1.4,83,86,jason thompson
id_001463,valid,1,2,17.3,9,6.4,8,2,2.7,78,75,michael carter-williams
id_001464,train,0,4,2.7,1,1.6,23.7,3,4.9,78,81,kj mcdaniels
id_001465,test,NA,2,8.8,2,3.9,15.2,2,3.3,80,79,andrew wiggins
id_001466,test,NA,3,14.6,0,1,25.6,3,7.6,77,80,james harden
id_001467,train,0,3,14.1,0,0.9,3.6,2,2.3,82,85,anthony davis
id_001468,valid,1,1,4.1,11,10,19.7,2,6.5,77,80,kentavious caldwell-pope
id_001469,valid,0,5,4,2,2.4,24.7,3,5.6,75,80,jose calderon
id_001470,test,NA,4,17.4,8,7.2,17.4,2,4.5,73,75,dennis schroder
id_001471,train,1,1,15.4,0,3.8,14,2,3.3,85,80,jason smith
id_001472,valid,1,3,15.4,2,2.5,20,2,6.6,75,77,monta ellis
id_001473,valid,0,3,24,0,0.1,2,2,1.7,81,75,carlos boozer
id_001474,train,1,4,11.2,0,0.2,2.3,2,6.1,82,76,jordan hill
id_001475,train,0,4,8,2,6.9,26.4,3,5.3,73,73,trey burke
id_001476,train,1,3,19.8,0,0.7,2.8,2,4.2,82,81,Amar'e Stoudemire
id_001477,test,NA,3,16.1,0,0.8,25,3,8.6,75,82,damian lillard
id_001478,train,1,1,16.9,0,0.8,24.3,3,5.6,79,76,gerald green
id_001479,valid,0,4,13.5,1,3.3,24.6,3,5.3,71,73,ty lawson
id_001480,valid,1,2,24,0,0.3,0.5,2,1.8,81,78,tristan thompson
id_001481,train,1,1,21,0,0.5,4.6,2,3.8,85,85,nikola vucevic
id_001482,train,0,3,9.8,2,3.1,11.5,2,4.8,82,80,markieff morris
id_001483,train,0,3,20.3,1,2.6,24.4,3,4.1,73,73,lou williams
id_001484,train,0,3,8.7,2,4.3,8.1,2,3,81,81,luis scola
id_001485,test,NA,1,23.7,0,0,25.8,2,16,80,80,andrew wiggins
id_001486,test,NA,4,19.9,0,0.9,24.5,3,4.9,73,79,trey burke
id_001487,valid,1,3,15.9,0,0.8,17.8,2,12.6,85,82,jason smith
id_001488,test,NA,7,15,0,0.4,15.4,2,3.5,77,77,marco belinelli
id_001489,test,NA,1,7.2,0,1.1,19.5,2,6.2,82,80,blake griffin
